site,date,start_hour,ws,wd,variable,units,quality_ws,quality_wd,prelim,met_source,obs_type,minutes,name,latitude,longitude,monitoring_id,flag 
2955,1/1/19,0,0.12,196.10001,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,1,0.35,158.3,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,2,1.04,86.599998,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,3,0.35,345.10001,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,4,0.46,173.5,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,5,0.46,164.3,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,6,0.35,107.9,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,7,0.23,325.79999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,8,0.69,296.5,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,9,2.42,355.89999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,10,2.42,345.10001,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,11,2.42,15.2,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,12,6.1,96.400002,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,13,6.22,91,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,14,5.64,100.1,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,15,4.84,90.300003,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,16,5.99,75.199997,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,17,3.57,87.800003,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,18,2.19,88.900002,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,19,0.58,237.3,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,20,0.35,29.9,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,21,0.92,102.2,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,22,0.46,63.799999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/1/19,23,0,351.39999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,0,0.23,4.4000001,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,1,0.23,263.79999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,2,1.73,332,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,3,0.81,163.3,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,4,1.15,207.10001,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,5,0.12,152.39999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,6,1.04,175.7,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,7,0.46,158.39999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,8,0.81,226.5,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,9,0.92,248,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,10,0.46,46.400002,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,11,0.92,288.39999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,12,0.81,116.2,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,13,1.84,47.900002,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,14,0.46,321.20001,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,15,1.96,258.29999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,16,0.69,307.5,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,17,1.15,91.900002,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,18,1.84,78.400002,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,19,0.58,71.300003,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,20,0.69,75.800003,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,21,0.23,133.39999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,22,0.58,116.1,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/2/19,23,1.04,104.5,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,0,0.35,20.799999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,1,0.81,111.2,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,2,0.12,3.8,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,3,1.04,104.1,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,4,0.69,101.8,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,5,0.92,140.60001,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,6,0.92,124.1,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,7,1.38,104.3,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,8,0.69,107.4,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,9,0.69,239.7,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
2955,1/3/19,10,0.46,298.79999,WINSPD,Miles Per Hour ( mph ),0,0,,AIRS,A60,0,Paso Robles-Santa Fe Avenue,35.614668,-120.656912,, 
