site,ws,wd,units,name,latitude,longitude,dateC
2899,1.79,351.474,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 0:00
2899,2.37,245.23199,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 1:00
2899,0.89,65.4748,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 2:00
2899,3.46,18.366699,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 3:00
2899,3.2,38.508598,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 4:00
2899,3.37,42.411598,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 5:00
2899,3.42,23.090799,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 6:00
2899,2.68,23.237101,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 7:00
2899,2,59.983898,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 8:00
2899,2.87,178.73,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 9:00
2899,4.1,204.813,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 10:00
2899,5.5,198.326,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 11:00
2899,4.97,232.769,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 12:00
2899,5.67,278.83499,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 13:00
2899,0.96,273.02399,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 14:00
2899,2.5,155.284,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 15:00
2899,4.62,187.79601,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 16:00
2899,3.04,192.37,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 17:00
2899,2.54,9.8303299,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 18:00
2899,2.38,39.037601,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 19:00
2899,2.6,30.306299,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 20:00
2899,4.22,44.408501,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 21:00
2899,5.13,39.066799,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 22:00
2899,2.48,15.6146,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/1/19 23:00
2899,2.79,36.152599,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/2/19 0:00
2899,4.19,32.535099,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/2/19 1:00
2899,4.41,31.290701,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/2/19 2:00
2899,3.65,35.985802,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/2/19 3:00
2899,3.69,33.908901,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/2/19 4:00
2899,4.94,46.960499,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/2/19 5:00
2899,4.87,39.162899,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/2/19 6:00
2899,2.68,96.811699,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/2/19 9:00
2899,3.21,95.323601,Miles Per Hour ( mph ),Los Angeles-North Main Street,34.06653,-118.22676,1/2/19 10:00
