,site,value,variable,quality,dateC
65268,3154,5.4,PMTEOM,0.0,2019-02-11 09:00:00
65269,3154,4.9,PMTEOM,0.0,2019-02-11 10:00:00
65270,3154,3.1,PMTEOM,0.0,2019-02-11 11:00:00
65271,3154,3.2,PMTEOM,0.0,2019-02-11 12:00:00
65272,3154,2.3,PMTEOM,0.0,2019-02-11 13:00:00
65273,3154,5.4,PMTEOM,0.0,2019-02-11 14:00:00
65274,3154,3.1,PMTEOM,0.0,2019-02-11 15:00:00
65275,3154,0.8,PMTEOM,0.0,2019-02-11 18:00:00
65276,3154,-0.4,PMTEOM,0.0,2019-02-11 19:00:00
65277,3154,1.7,PMTEOM,0.0,2019-02-11 20:00:00
65278,3154,3.9,PMTEOM,0.0,2019-02-11 21:00:00
65279,3154,-0.7,PMTEOM,0.0,2019-02-11 22:00:00
65280,3154,1.3,PMTEOM,0.0,2019-02-11 23:00:00
65281,3154,1.1,PMTEOM,0.0,2019-02-12 00:00:00
65282,3154,0.2,PMTEOM,0.0,2019-02-12 01:00:00
65283,3154,0.3,PMTEOM,0.0,2019-02-12 02:00:00
65284,3154,0.5,PMTEOM,0.0,2019-02-12 03:00:00
65285,3154,1.3,PMTEOM,0.0,2019-02-12 04:00:00
65286,3154,2.3,PMTEOM,0.0,2019-02-12 05:00:00
65287,3154,3.2,PMTEOM,0.0,2019-02-12 06:00:00
65288,3154,6.6,PMTEOM,0.0,2019-02-12 07:00:00
65289,3154,-2.1,PMTEOM,0.0,2019-02-12 08:00:00
65290,3154,5.8,PMTEOM,0.0,2019-02-12 09:00:00
65291,3154,3.3,PMTEOM,0.0,2019-02-12 10:00:00
65292,3154,1.1,PMTEOM,0.0,2019-02-12 11:00:00
65293,3154,4.0,PMTEOM,0.0,2019-02-12 12:00:00
65294,3154,7.6,PMTEOM,0.0,2019-02-12 13:00:00
65295,3154,29.1,PMTEOM,0.0,2019-02-12 14:00:00
65296,3154,87.0,PMTEOM,0.0,2019-02-12 15:00:00
65297,3154,94.5,PMTEOM,0.0,2019-02-12 16:00:00
65298,3154,84.8,PMTEOM,0.0,2019-02-12 17:00:00
65299,3154,71.7,PMTEOM,0.0,2019-02-12 18:00:00
65300,3154,81.2,PMTEOM,0.0,2019-02-12 19:00:00
65301,3154,134.3,PMTEOM,0.0,2019-02-12 20:00:00
65302,3154,106.6,PMTEOM,0.0,2019-02-12 21:00:00
65303,3154,71.8,PMTEOM,0.0,2019-02-12 22:00:00
65304,3154,102.3,PMTEOM,0.0,2019-02-12 23:00:00
65305,3154,64.7,PMTEOM,0.0,2019-02-13 00:00:00
65306,3154,56.5,PMTEOM,0.0,2019-02-13 01:00:00
65307,3154,13.5,PMTEOM,0.0,2019-02-13 02:00:00
65308,3154,10.9,PMTEOM,0.0,2019-02-13 03:00:00
65309,3154,28.6,PMTEOM,0.0,2019-02-13 04:00:00
65310,3154,46.3,PMTEOM,0.0,2019-02-13 05:00:00
65311,3154,68.0,PMTEOM,0.0,2019-02-13 06:00:00
65312,3154,76.7,PMTEOM,0.0,2019-02-13 07:00:00
65313,3154,28.1,PMTEOM,0.0,2019-02-13 08:00:00
65314,3154,15.4,PMTEOM,0.0,2019-02-13 09:00:00
65315,3154,9.4,PMTEOM,0.0,2019-02-13 10:00:00
65316,3154,7.6,PMTEOM,0.0,2019-02-13 11:00:00
65317,3154,5.8,PMTEOM,0.0,2019-02-13 12:00:00
65318,3154,0.5,PMTEOM,0.0,2019-02-13 13:00:00
65319,3154,6.5,PMTEOM,0.0,2019-02-13 14:00:00
65320,3154,12.2,PMTEOM,0.0,2019-02-13 15:00:00
65321,3154,21.9,PMTEOM,0.0,2019-02-13 16:00:00
65322,3154,16.2,PMTEOM,0.0,2019-02-13 17:00:00
65323,3154,15.2,PMTEOM,0.0,2019-02-13 18:00:00
65324,3154,12.0,PMTEOM,0.0,2019-02-13 19:00:00
65325,3154,7.3,PMTEOM,0.0,2019-02-13 20:00:00
65326,3154,7.3,PMTEOM,0.0,2019-02-13 21:00:00
65327,3154,6.6,PMTEOM,0.0,2019-02-13 22:00:00
65328,3154,7.4,PMTEOM,0.0,2019-02-13 23:00:00
65329,3154,4.3,PMTEOM,0.0,2019-02-14 00:00:00
65330,3154,1.9,PMTEOM,0.0,2019-02-14 01:00:00
65331,3154,3.3,PMTEOM,0.0,2019-02-14 02:00:00
65332,3154,1.4,PMTEOM,0.0,2019-02-14 03:00:00
65333,3154,1.3,PMTEOM,0.0,2019-02-14 04:00:00
65334,3154,4.3,PMTEOM,0.0,2019-02-14 05:00:00
65335,3154,2.6,PMTEOM,0.0,2019-02-14 06:00:00
65336,3154,4.8,PMTEOM,0.0,2019-02-14 07:00:00
65337,3154,1.8,PMTEOM,0.0,2019-02-14 08:00:00
65338,3154,8.2,PMTEOM,0.0,2019-02-14 09:00:00
65339,3154,2.4,PMTEOM,0.0,2019-02-14 10:00:00
65340,3154,3.7,PMTEOM,0.0,2019-02-14 11:00:00
65341,3154,1.7,PMTEOM,0.0,2019-02-14 12:00:00
65342,3154,0.9,PMTEOM,0.0,2019-02-14 13:00:00
65343,3154,8.4,PMTEOM,0.0,2019-02-14 14:00:00
65344,3154,19.0,PMTEOM,0.0,2019-02-14 15:00:00
65345,3154,4.2,PMTEOM,0.0,2019-02-14 16:00:00
65346,3154,6.8,PMTEOM,0.0,2019-02-14 17:00:00
65347,3154,3.6,PMTEOM,0.0,2019-02-14 18:00:00
65348,3154,2.8,PMTEOM,0.0,2019-02-14 19:00:00
65349,3154,3.0,PMTEOM,0.0,2019-02-14 20:00:00
65350,3154,3.1,PMTEOM,0.0,2019-02-14 21:00:00
65351,3154,3.8,PMTEOM,0.0,2019-02-14 22:00:00
65352,3154,2.7,PMTEOM,0.0,2019-02-14 23:00:00
65353,3154,1.5,PMTEOM,0.0,2019-02-15 00:00:00
65354,3154,3.2,PMTEOM,0.0,2019-02-15 01:00:00
65355,3154,1.4,PMTEOM,0.0,2019-02-15 02:00:00
65356,3154,1.6,PMTEOM,0.0,2019-02-15 03:00:00
65357,3154,3.2,PMTEOM,0.0,2019-02-15 04:00:00
65358,3154,3.8,PMTEOM,0.0,2019-02-15 05:00:00
65359,3154,3.1,PMTEOM,0.0,2019-02-15 06:00:00
65360,3154,4.0,PMTEOM,0.0,2019-02-15 07:00:00
65361,3154,3.9,PMTEOM,0.0,2019-02-15 08:00:00
65362,3154,4.4,PMTEOM,0.0,2019-02-15 09:00:00
65363,3154,4.1,PMTEOM,0.0,2019-02-15 10:00:00
65364,3154,6.2,PMTEOM,0.0,2019-02-15 11:00:00
65365,3154,6.9,PMTEOM,0.0,2019-02-15 12:00:00
65366,3154,6.8,PMTEOM,0.0,2019-02-15 13:00:00
65367,3154,5.8,PMTEOM,0.0,2019-02-15 14:00:00
65368,3154,5.7,PMTEOM,0.0,2019-02-15 15:00:00
65369,3154,3.8,PMTEOM,0.0,2019-02-15 16:00:00
65370,3154,2.9,PMTEOM,0.0,2019-02-15 17:00:00
65371,3154,4.8,PMTEOM,0.0,2019-02-15 18:00:00
65372,3154,5.7,PMTEOM,0.0,2019-02-15 19:00:00
65373,3154,2.1,PMTEOM,0.0,2019-02-15 20:00:00
65374,3154,5.6,PMTEOM,0.0,2019-02-15 21:00:00
65375,3154,6.0,PMTEOM,0.0,2019-02-15 22:00:00
65376,3154,3.7,PMTEOM,0.0,2019-02-15 23:00:00
65377,3154,4.2,PMTEOM,0.0,2019-02-16 00:00:00
65378,3154,2.3,PMTEOM,0.0,2019-02-16 01:00:00
65379,3154,3.0,PMTEOM,0.0,2019-02-16 02:00:00
65380,3154,3.1,PMTEOM,0.0,2019-02-16 03:00:00
65381,3154,4.6,PMTEOM,0.0,2019-02-16 04:00:00
65382,3154,2.6,PMTEOM,0.0,2019-02-16 05:00:00
65383,3154,7.9,PMTEOM,0.0,2019-02-16 06:00:00
65384,3154,4.6,PMTEOM,0.0,2019-02-16 07:00:00
65385,3154,2.6,PMTEOM,0.0,2019-02-16 08:00:00
65386,3154,2.3,PMTEOM,0.0,2019-02-16 09:00:00
65387,3154,4.3,PMTEOM,0.0,2019-02-16 10:00:00
65388,3154,0.9,PMTEOM,0.0,2019-02-16 11:00:00
65389,3154,0.5,PMTEOM,0.0,2019-02-16 12:00:00
65390,3154,0.3,PMTEOM,0.0,2019-02-16 13:00:00
65391,3154,2.0,PMTEOM,0.0,2019-02-16 14:00:00
65392,3154,24.6,PMTEOM,0.0,2019-02-16 15:00:00
65393,3154,14.6,PMTEOM,0.0,2019-02-16 16:00:00
65394,3154,7.0,PMTEOM,0.0,2019-02-16 17:00:00
65395,3154,5.4,PMTEOM,0.0,2019-02-16 18:00:00
65396,3154,2.2,PMTEOM,0.0,2019-02-16 19:00:00
65397,3154,9.8,PMTEOM,0.0,2019-02-16 20:00:00
65398,3154,5.2,PMTEOM,0.0,2019-02-16 21:00:00
65399,3154,2.9,PMTEOM,0.0,2019-02-16 22:00:00
65400,3154,1.7,PMTEOM,0.0,2019-02-16 23:00:00
65401,3154,1.4,PMTEOM,0.0,2019-02-17 00:00:00
65402,3154,3.5,PMTEOM,0.0,2019-02-17 01:00:00
65403,3154,0.2,PMTEOM,0.0,2019-02-17 02:00:00
65404,3154,1.9,PMTEOM,0.0,2019-02-17 03:00:00
65405,3154,4.2,PMTEOM,0.0,2019-02-17 04:00:00
65406,3154,5.0,PMTEOM,0.0,2019-02-17 05:00:00
65407,3154,1.3,PMTEOM,0.0,2019-02-17 06:00:00
65408,3154,3.0,PMTEOM,0.0,2019-02-17 07:00:00
65409,3154,5.1,PMTEOM,0.0,2019-02-17 08:00:00
65410,3154,2.6,PMTEOM,0.0,2019-02-17 09:00:00
65411,3154,3.4,PMTEOM,0.0,2019-02-17 10:00:00
65412,3154,2.9,PMTEOM,0.0,2019-02-17 11:00:00
65413,3154,3.0,PMTEOM,0.0,2019-02-17 12:00:00
65414,3154,2.3,PMTEOM,0.0,2019-02-17 13:00:00
65415,3154,4.0,PMTEOM,0.0,2019-02-17 14:00:00
65416,3154,3.2,PMTEOM,0.0,2019-02-17 15:00:00
65417,3154,4.4,PMTEOM,0.0,2019-02-17 16:00:00
65418,3154,9.2,PMTEOM,0.0,2019-02-17 17:00:00
65419,3154,5.9,PMTEOM,0.0,2019-02-17 18:00:00
65420,3154,59.8,PMTEOM,0.0,2019-02-17 19:00:00
65421,3154,5.3,PMTEOM,0.0,2019-02-17 20:00:00
65422,3154,4.3,PMTEOM,0.0,2019-02-17 21:00:00
65423,3154,4.3,PMTEOM,0.0,2019-02-17 22:00:00
65424,3154,4.4,PMTEOM,0.0,2019-02-17 23:00:00
65425,3154,3.9,PMTEOM,0.0,2019-02-18 00:00:00
65426,3154,2.5,PMTEOM,0.0,2019-02-18 01:00:00
65427,3154,3.5,PMTEOM,0.0,2019-02-18 02:00:00
65428,3154,15.7,PMTEOM,0.0,2019-02-18 03:00:00
65429,3154,28.7,PMTEOM,0.0,2019-02-18 04:00:00
65430,3154,23.2,PMTEOM,0.0,2019-02-18 05:00:00
65431,3154,56.3,PMTEOM,0.0,2019-02-18 06:00:00
65432,3154,104.3,PMTEOM,0.0,2019-02-18 07:00:00
65433,3154,43.4,PMTEOM,0.0,2019-02-18 08:00:00
65434,3154,155.6,PMTEOM,0.0,2019-02-18 09:00:00
65435,3154,251.6,PMTEOM,0.0,2019-02-18 10:00:00
65436,3154,253.1,PMTEOM,0.0,2019-02-18 11:00:00
65437,3154,83.6,PMTEOM,0.0,2019-02-18 12:00:00
65438,3154,63.4,PMTEOM,0.0,2019-02-18 13:00:00
65439,3154,68.4,PMTEOM,0.0,2019-02-18 14:00:00
65440,3154,93.5,PMTEOM,0.0,2019-02-18 15:00:00
65441,3154,76.4,PMTEOM,0.0,2019-02-18 16:00:00
65442,3154,10.9,PMTEOM,0.0,2019-02-18 17:00:00
65443,3154,10.6,PMTEOM,0.0,2019-02-18 18:00:00
65444,3154,12.0,PMTEOM,0.0,2019-02-18 19:00:00
65445,3154,18.3,PMTEOM,0.0,2019-02-18 20:00:00
65446,3154,15.0,PMTEOM,0.0,2019-02-18 21:00:00
65447,3154,13.1,PMTEOM,0.0,2019-02-18 22:00:00
65448,3154,19.2,PMTEOM,0.0,2019-02-18 23:00:00
65449,3154,16.9,PMTEOM,0.0,2019-02-19 00:00:00
65450,3154,16.0,PMTEOM,0.0,2019-02-19 01:00:00
65451,3154,6.2,PMTEOM,0.0,2019-02-19 02:00:00
65452,3154,5.3,PMTEOM,0.0,2019-02-19 03:00:00
65453,3154,4.1,PMTEOM,0.0,2019-02-19 04:00:00
65454,3154,5.9,PMTEOM,0.0,2019-02-19 05:00:00
65455,3154,4.9,PMTEOM,0.0,2019-02-19 06:00:00
65456,3154,5.2,PMTEOM,0.0,2019-02-19 07:00:00
65457,3154,3.6,PMTEOM,0.0,2019-02-19 08:00:00
65458,3154,3.8,PMTEOM,0.0,2019-02-19 09:00:00
65459,3154,4.1,PMTEOM,0.0,2019-02-19 10:00:00
65460,3154,3.5,PMTEOM,0.0,2019-02-19 11:00:00
65461,3154,3.7,PMTEOM,0.0,2019-02-19 12:00:00
65462,3154,3.2,PMTEOM,0.0,2019-02-19 13:00:00
65463,3154,7.5,PMTEOM,0.0,2019-02-19 14:00:00
65464,3154,3.6,PMTEOM,0.0,2019-02-19 15:00:00
65465,3154,3.3,PMTEOM,0.0,2019-02-19 16:00:00
65466,3154,8.2,PMTEOM,0.0,2019-02-19 17:00:00
65467,3154,5.4,PMTEOM,0.0,2019-02-19 18:00:00
65468,3154,5.7,PMTEOM,0.0,2019-02-19 19:00:00
65469,3154,8.8,PMTEOM,0.0,2019-02-19 20:00:00
65470,3154,6.5,PMTEOM,0.0,2019-02-19 21:00:00
65471,3154,3.3,PMTEOM,0.0,2019-02-19 22:00:00
65472,3154,4.3,PMTEOM,0.0,2019-02-19 23:00:00
65473,3154,9.9,PMTEOM,0.0,2019-02-20 00:00:00
65474,3154,1.9,PMTEOM,0.0,2019-02-20 01:00:00
65475,3154,1.6,PMTEOM,0.0,2019-02-20 02:00:00
65476,3154,1.5,PMTEOM,0.0,2019-02-20 03:00:00
65477,3154,2.0,PMTEOM,0.0,2019-02-20 04:00:00
65478,3154,3.4,PMTEOM,0.0,2019-02-20 05:00:00
65479,3154,6.1,PMTEOM,0.0,2019-02-20 06:00:00
65480,3154,9.4,PMTEOM,0.0,2019-02-20 07:00:00
65481,3154,6.7,PMTEOM,0.0,2019-02-20 08:00:00
65482,3154,4.6,PMTEOM,0.0,2019-02-20 09:00:00
65483,3154,4.9,PMTEOM,0.0,2019-02-20 10:00:00
65484,3154,5.6,PMTEOM,0.0,2019-02-20 11:00:00
65485,3154,1.7,PMTEOM,0.0,2019-02-20 13:00:00
65486,3154,3.2,PMTEOM,0.0,2019-02-20 14:00:00
65487,3154,8.2,PMTEOM,0.0,2019-02-20 15:00:00
65488,3154,5.9,PMTEOM,0.0,2019-02-20 16:00:00
65489,3154,5.0,PMTEOM,0.0,2019-02-20 17:00:00
65490,3154,7.4,PMTEOM,0.0,2019-02-20 18:00:00
65491,3154,12.0,PMTEOM,0.0,2019-02-20 19:00:00
65492,3154,7.7,PMTEOM,0.0,2019-02-20 20:00:00
65493,3154,9.4,PMTEOM,0.0,2019-02-20 21:00:00
65494,3154,4.9,PMTEOM,0.0,2019-02-20 22:00:00
65495,3154,3.5,PMTEOM,0.0,2019-02-20 23:00:00
65496,3154,3.9,PMTEOM,0.0,2019-02-21 00:00:00
65497,3154,3.2,PMTEOM,0.0,2019-02-21 01:00:00
65498,3154,3.2,PMTEOM,0.0,2019-02-21 02:00:00
65499,3154,3.0,PMTEOM,0.0,2019-02-21 03:00:00
65500,3154,3.8,PMTEOM,0.0,2019-02-21 04:00:00
65501,3154,6.1,PMTEOM,0.0,2019-02-21 05:00:00
65502,3154,4.9,PMTEOM,0.0,2019-02-21 06:00:00
65503,3154,10.6,PMTEOM,0.0,2019-02-21 07:00:00
65504,3154,90.0,PMTEOM,0.0,2019-02-21 08:00:00
65505,3154,227.1,PMTEOM,0.0,2019-02-21 09:00:00
65506,3154,298.5,PMTEOM,0.0,2019-02-21 10:00:00
65507,3154,89.8,PMTEOM,0.0,2019-02-21 11:00:00
65508,3154,13.7,PMTEOM,0.0,2019-02-21 12:00:00
65509,3154,5.3,PMTEOM,0.0,2019-02-21 13:00:00
65510,3154,10.4,PMTEOM,0.0,2019-02-21 14:00:00
65511,3154,11.8,PMTEOM,0.0,2019-02-21 15:00:00
65512,3154,11.1,PMTEOM,0.0,2019-02-21 16:00:00
65513,3154,14.6,PMTEOM,0.0,2019-02-21 17:00:00
65514,3154,12.4,PMTEOM,0.0,2019-02-21 18:00:00
65515,3154,26.8,PMTEOM,0.0,2019-02-21 19:00:00
65516,3154,22.1,PMTEOM,0.0,2019-02-21 20:00:00
65517,3154,57.9,PMTEOM,0.0,2019-02-21 21:00:00
65518,3154,91.4,PMTEOM,0.0,2019-02-21 22:00:00
65519,3154,28.1,PMTEOM,0.0,2019-02-21 23:00:00
65520,3154,68.0,PMTEOM,0.0,2019-02-22 00:00:00
65521,3154,37.9,PMTEOM,0.0,2019-02-22 01:00:00
65522,3154,66.7,PMTEOM,0.0,2019-02-22 02:00:00
65523,3154,36.7,PMTEOM,0.0,2019-02-22 03:00:00
65524,3154,57.9,PMTEOM,0.0,2019-02-22 04:00:00
65525,3154,97.0,PMTEOM,0.0,2019-02-22 05:00:00
65526,3154,111.0,PMTEOM,0.0,2019-02-22 06:00:00
65527,3154,151.9,PMTEOM,0.0,2019-02-22 07:00:00
65528,3154,56.4,PMTEOM,0.0,2019-02-22 08:00:00
65529,3154,10.8,PMTEOM,0.0,2019-02-22 09:00:00
65530,3154,10.0,PMTEOM,0.0,2019-02-22 10:00:00
65531,3154,10.1,PMTEOM,0.0,2019-02-22 11:00:00
65532,3154,12.3,PMTEOM,0.0,2019-02-22 12:00:00
65533,3154,14.1,PMTEOM,0.0,2019-02-22 13:00:00
65534,3154,10.7,PMTEOM,0.0,2019-02-22 14:00:00
65535,3154,7.7,PMTEOM,0.0,2019-02-22 15:00:00
65536,3154,7.6,PMTEOM,0.0,2019-02-22 16:00:00
65537,3154,6.1,PMTEOM,0.0,2019-02-22 17:00:00
65538,3154,8.7,PMTEOM,0.0,2019-02-22 18:00:00
65539,3154,6.7,PMTEOM,0.0,2019-02-22 19:00:00
65540,3154,4.7,PMTEOM,0.0,2019-02-22 20:00:00
65541,3154,5.4,PMTEOM,0.0,2019-02-22 21:00:00
65542,3154,6.0,PMTEOM,0.0,2019-02-22 22:00:00
65543,3154,3.8,PMTEOM,0.0,2019-02-22 23:00:00
65544,3154,8.3,PMTEOM,0.0,2019-02-23 00:00:00
65545,3154,6.8,PMTEOM,0.0,2019-02-23 01:00:00
65546,3154,3.0,PMTEOM,0.0,2019-02-23 02:00:00
65547,3154,3.6,PMTEOM,0.0,2019-02-23 03:00:00
65548,3154,5.7,PMTEOM,0.0,2019-02-23 04:00:00
65549,3154,4.1,PMTEOM,0.0,2019-02-23 05:00:00
65550,3154,4.8,PMTEOM,0.0,2019-02-23 06:00:00
65551,3154,7.7,PMTEOM,0.0,2019-02-23 07:00:00
65552,3154,5.3,PMTEOM,0.0,2019-02-23 08:00:00
65553,3154,6.6,PMTEOM,0.0,2019-02-23 09:00:00
65554,3154,9.0,PMTEOM,0.0,2019-02-23 10:00:00
65555,3154,2.9,PMTEOM,0.0,2019-02-23 11:00:00
65556,3154,4.8,PMTEOM,0.0,2019-02-23 12:00:00
65557,3154,2.9,PMTEOM,0.0,2019-02-23 13:00:00
65558,3154,3.5,PMTEOM,0.0,2019-02-23 14:00:00
65559,3154,4.1,PMTEOM,0.0,2019-02-23 15:00:00
65560,3154,3.9,PMTEOM,0.0,2019-02-23 16:00:00
65561,3154,18.0,PMTEOM,0.0,2019-02-23 17:00:00
65562,3154,11.4,PMTEOM,0.0,2019-02-23 18:00:00
65563,3154,7.2,PMTEOM,0.0,2019-02-23 19:00:00
65564,3154,9.5,PMTEOM,0.0,2019-02-23 20:00:00
65565,3154,9.4,PMTEOM,0.0,2019-02-23 21:00:00
65566,3154,5.2,PMTEOM,0.0,2019-02-23 22:00:00
65567,3154,5.6,PMTEOM,0.0,2019-02-23 23:00:00
65568,3154,5.6,PMTEOM,0.0,2019-02-24 00:00:00
65569,3154,7.3,PMTEOM,0.0,2019-02-24 01:00:00
65570,3154,4.0,PMTEOM,0.0,2019-02-24 02:00:00
65571,3154,4.5,PMTEOM,0.0,2019-02-24 03:00:00
65572,3154,5.9,PMTEOM,0.0,2019-02-24 04:00:00
65573,3154,4.5,PMTEOM,0.0,2019-02-24 05:00:00
65574,3154,4.4,PMTEOM,0.0,2019-02-24 06:00:00
65575,3154,7.5,PMTEOM,0.0,2019-02-24 07:00:00
65576,3154,8.3,PMTEOM,0.0,2019-02-24 08:00:00
65577,3154,3.7,PMTEOM,0.0,2019-02-24 09:00:00
65578,3154,5.7,PMTEOM,0.0,2019-02-24 10:00:00
65579,3154,2.8,PMTEOM,0.0,2019-02-24 11:00:00
65580,3154,3.8,PMTEOM,0.0,2019-02-24 12:00:00
65581,3154,3.0,PMTEOM,0.0,2019-02-24 13:00:00
65582,3154,3.8,PMTEOM,0.0,2019-02-24 14:00:00
65583,3154,5.7,PMTEOM,0.0,2019-02-24 15:00:00
65584,3154,5.7,PMTEOM,0.0,2019-02-24 16:00:00
65585,3154,5.2,PMTEOM,0.0,2019-02-24 17:00:00
65586,3154,7.2,PMTEOM,0.0,2019-02-24 18:00:00
65587,3154,13.5,PMTEOM,0.0,2019-02-24 19:00:00
65588,3154,8.6,PMTEOM,0.0,2019-02-24 20:00:00
65589,3154,9.3,PMTEOM,0.0,2019-02-24 21:00:00
65590,3154,6.6,PMTEOM,0.0,2019-02-24 22:00:00
65591,3154,5.4,PMTEOM,0.0,2019-02-24 23:00:00
65592,3154,4.7,PMTEOM,0.0,2019-02-25 00:00:00
65593,3154,6.1,PMTEOM,0.0,2019-02-25 01:00:00
65594,3154,5.9,PMTEOM,0.0,2019-02-25 02:00:00
65595,3154,4.8,PMTEOM,0.0,2019-02-25 03:00:00
65596,3154,6.3,PMTEOM,0.0,2019-02-25 04:00:00
65597,3154,6.7,PMTEOM,0.0,2019-02-25 05:00:00
65598,3154,9.0,PMTEOM,0.0,2019-02-25 06:00:00
65599,3154,14.7,PMTEOM,0.0,2019-02-25 07:00:00
65600,3154,8.4,PMTEOM,0.0,2019-02-25 08:00:00
65601,3154,7.4,PMTEOM,0.0,2019-02-25 09:00:00
65602,3154,6.9,PMTEOM,0.0,2019-02-25 10:00:00
65603,3154,5.8,PMTEOM,0.0,2019-02-25 11:00:00
65604,3154,5.3,PMTEOM,0.0,2019-02-25 12:00:00
65605,3154,7.5,PMTEOM,0.0,2019-02-25 14:00:00
65606,3154,9.6,PMTEOM,0.0,2019-02-25 15:00:00
65607,3154,6.2,PMTEOM,0.0,2019-02-25 16:00:00
65608,3154,13.4,PMTEOM,0.0,2019-02-25 17:00:00
65609,3154,11.7,PMTEOM,0.0,2019-02-25 18:00:00
65610,3154,25.3,PMTEOM,0.0,2019-02-25 19:00:00
65611,3154,12.7,PMTEOM,0.0,2019-02-25 20:00:00
65612,3154,24.2,PMTEOM,0.0,2019-02-25 21:00:00
65613,3154,9.4,PMTEOM,0.0,2019-02-25 22:00:00
65614,3154,9.9,PMTEOM,0.0,2019-02-25 23:00:00
65615,3154,13.6,PMTEOM,0.0,2019-02-26 00:00:00
65616,3154,21.0,PMTEOM,0.0,2019-02-26 01:00:00
65617,3154,17.5,PMTEOM,0.0,2019-02-26 02:00:00
65618,3154,18.6,PMTEOM,0.0,2019-02-26 03:00:00
65619,3154,23.7,PMTEOM,0.0,2019-02-26 04:00:00
65620,3154,32.7,PMTEOM,0.0,2019-02-26 05:00:00
65621,3154,24.7,PMTEOM,0.0,2019-02-26 06:00:00
65622,3154,20.7,PMTEOM,0.0,2019-02-26 07:00:00
65623,3154,13.5,PMTEOM,0.0,2019-02-26 08:00:00
65624,3154,19.0,PMTEOM,0.0,2019-02-26 09:00:00
65625,3154,16.8,PMTEOM,0.0,2019-02-26 10:00:00
65626,3154,18.0,PMTEOM,0.0,2019-02-26 11:00:00
65627,3154,36.6,PMTEOM,0.0,2019-02-26 12:00:00
65628,3154,92.8,PMTEOM,0.0,2019-02-26 13:00:00
65629,3154,53.8,PMTEOM,0.0,2019-02-26 14:00:00
65630,3154,49.8,PMTEOM,0.0,2019-02-26 15:00:00
65631,3154,89.6,PMTEOM,0.0,2019-02-26 16:00:00
65632,3154,22.6,PMTEOM,0.0,2019-02-26 17:00:00
65633,3154,11.1,PMTEOM,0.0,2019-02-26 18:00:00
65634,3154,11.7,PMTEOM,0.0,2019-02-26 19:00:00
65635,3154,16.4,PMTEOM,0.0,2019-02-26 20:00:00
65636,3154,15.0,PMTEOM,0.0,2019-02-26 21:00:00
65637,3154,11.6,PMTEOM,0.0,2019-02-26 22:00:00
65638,3154,12.9,PMTEOM,0.0,2019-02-26 23:00:00
65639,3154,11.5,PMTEOM,0.0,2019-02-27 00:00:00
65640,3154,10.2,PMTEOM,0.0,2019-02-27 01:00:00
65641,3154,31.1,PMTEOM,0.0,2019-02-27 02:00:00
65642,3154,22.5,PMTEOM,0.0,2019-02-27 03:00:00
65643,3154,29.2,PMTEOM,0.0,2019-02-27 04:00:00
65644,3154,14.2,PMTEOM,0.0,2019-02-27 05:00:00
65645,3154,16.7,PMTEOM,0.0,2019-02-27 06:00:00
65646,3154,16.6,PMTEOM,0.0,2019-02-27 07:00:00
65647,3154,11.3,PMTEOM,0.0,2019-02-27 08:00:00
65648,3154,7.5,PMTEOM,0.0,2019-02-27 09:00:00
65649,3154,6.1,PMTEOM,0.0,2019-02-27 10:00:00
65650,3154,3.5,PMTEOM,0.0,2019-02-27 11:00:00
65651,3154,5.4,PMTEOM,0.0,2019-02-27 12:00:00
65652,3154,14.6,PMTEOM,0.0,2019-02-27 13:00:00
65653,3154,15.1,PMTEOM,0.0,2019-02-27 14:00:00
65654,3154,21.8,PMTEOM,0.0,2019-02-27 15:00:00
65655,3154,20.9,PMTEOM,0.0,2019-02-27 16:00:00
65656,3154,3.5,PMTEOM,0.0,2019-02-27 17:00:00
65657,3154,12.6,PMTEOM,0.0,2019-02-27 18:00:00
65658,3154,19.4,PMTEOM,0.0,2019-02-27 19:00:00
65659,3154,36.2,PMTEOM,0.0,2019-02-27 20:00:00
65660,3154,27.4,PMTEOM,0.0,2019-02-27 21:00:00
65661,3154,34.8,PMTEOM,0.0,2019-02-27 22:00:00
65662,3154,17.9,PMTEOM,0.0,2019-02-27 23:00:00
65663,3154,9.3,PMTEOM,0.0,2019-02-28 00:00:00
65664,3154,7.1,PMTEOM,0.0,2019-02-28 01:00:00
65665,3154,9.1,PMTEOM,0.0,2019-02-28 02:00:00
65666,3154,10.3,PMTEOM,0.0,2019-02-28 03:00:00
65667,3154,8.4,PMTEOM,0.0,2019-02-28 04:00:00
65668,3154,6.1,PMTEOM,0.0,2019-02-28 05:00:00
65669,3154,8.4,PMTEOM,0.0,2019-02-28 06:00:00
65670,3154,10.8,PMTEOM,0.0,2019-02-28 07:00:00
65671,3154,3.8,PMTEOM,0.0,2019-02-28 08:00:00
65672,3154,2.5,PMTEOM,0.0,2019-02-28 09:00:00
65673,3154,5.3,PMTEOM,0.0,2019-02-28 10:00:00
65674,3154,5.1,PMTEOM,0.0,2019-02-28 11:00:00
65675,3154,12.8,PMTEOM,0.0,2019-02-28 12:00:00
65676,3154,29.7,PMTEOM,0.0,2019-02-28 13:00:00
65677,3154,35.2,PMTEOM,0.0,2019-02-28 14:00:00
65678,3154,29.2,PMTEOM,0.0,2019-02-28 15:00:00
