,site,value,variable,quality,dateC
5548,3154,25.6,PMTEOM,0.0,2020-08-20 08:00:00
5549,3154,28.0,PMTEOM,0.0,2020-08-20 09:00:00
5550,3154,27.7,PMTEOM,0.0,2020-08-20 10:00:00
5551,3154,31.1,PMTEOM,0.0,2020-08-20 11:00:00
5552,3154,32.0,PMTEOM,0.0,2020-08-20 12:00:00
5553,3154,36.5,PMTEOM,0.0,2020-08-20 13:00:00
5554,3154,42.0,PMTEOM,0.0,2020-08-20 14:00:00
5555,3154,44.6,PMTEOM,0.0,2020-08-20 15:00:00
5556,3154,42.5,PMTEOM,0.0,2020-08-20 16:00:00
5557,3154,33.7,PMTEOM,0.0,2020-08-20 17:00:00
5558,3154,36.6,PMTEOM,0.0,2020-08-20 18:00:00
5559,3154,36.7,PMTEOM,0.0,2020-08-20 19:00:00
5560,3154,33.4,PMTEOM,0.0,2020-08-20 20:00:00
5561,3154,27.1,PMTEOM,0.0,2020-08-20 21:00:00
5562,3154,23.5,PMTEOM,0.0,2020-08-20 22:00:00
5563,3154,24.0,PMTEOM,0.0,2020-08-20 23:00:00
5564,3154,27.4,PMTEOM,0.0,2020-08-21 00:00:00
5565,3154,25.9,PMTEOM,0.0,2020-08-21 01:00:00
5566,3154,27.7,PMTEOM,0.0,2020-08-21 02:00:00
5567,3154,30.4,PMTEOM,0.0,2020-08-21 03:00:00
5568,3154,42.7,PMTEOM,0.0,2020-08-21 04:00:00
5569,3154,52.7,PMTEOM,0.0,2020-08-21 05:00:00
5570,3154,57.9,PMTEOM,0.0,2020-08-21 06:00:00
5571,3154,61.3,PMTEOM,0.0,2020-08-21 07:00:00
5572,3154,64.7,PMTEOM,0.0,2020-08-21 08:00:00
5573,3154,59.5,PMTEOM,0.0,2020-08-21 09:00:00
5574,3154,51.4,PMTEOM,0.0,2020-08-21 10:00:00
5575,3154,44.3,PMTEOM,0.0,2020-08-21 11:00:00
5576,3154,34.8,PMTEOM,0.0,2020-08-21 12:00:00
5577,3154,32.8,PMTEOM,0.0,2020-08-21 13:00:00
5578,3154,42.9,PMTEOM,0.0,2020-08-21 14:00:00
5579,3154,37.8,PMTEOM,0.0,2020-08-21 15:00:00
5580,3154,27.6,PMTEOM,0.0,2020-08-21 16:00:00
5581,3154,33.5,PMTEOM,0.0,2020-08-21 17:00:00
5582,3154,29.5,PMTEOM,0.0,2020-08-21 18:00:00
5583,3154,28.4,PMTEOM,0.0,2020-08-21 19:00:00
5584,3154,28.3,PMTEOM,0.0,2020-08-21 20:00:00
5585,3154,25.7,PMTEOM,0.0,2020-08-21 21:00:00
5586,3154,27.3,PMTEOM,0.0,2020-08-21 22:00:00
5587,3154,26.1,PMTEOM,0.0,2020-08-21 23:00:00
5588,3154,26.3,PMTEOM,0.0,2020-08-22 00:00:00
5589,3154,25.7,PMTEOM,0.0,2020-08-22 01:00:00
5590,3154,27.5,PMTEOM,0.0,2020-08-22 02:00:00
5591,3154,27.4,PMTEOM,0.0,2020-08-22 03:00:00
5592,3154,29.0,PMTEOM,0.0,2020-08-22 04:00:00
5593,3154,32.1,PMTEOM,0.0,2020-08-22 05:00:00
5594,3154,44.6,PMTEOM,0.0,2020-08-22 06:00:00
5595,3154,31.9,PMTEOM,0.0,2020-08-22 07:00:00
5596,3154,28.9,PMTEOM,0.0,2020-08-22 08:00:00
5597,3154,28.0,PMTEOM,0.0,2020-08-22 09:00:00
5598,3154,28.1,PMTEOM,0.0,2020-08-22 10:00:00
5599,3154,29.3,PMTEOM,0.0,2020-08-22 11:00:00
5600,3154,29.0,PMTEOM,0.0,2020-08-22 12:00:00
5601,3154,37.3,PMTEOM,0.0,2020-08-22 13:00:00
5602,3154,47.7,PMTEOM,0.0,2020-08-22 14:00:00
5603,3154,47.8,PMTEOM,0.0,2020-08-22 15:00:00
5604,3154,46.5,PMTEOM,0.0,2020-08-22 16:00:00
5605,3154,57.4,PMTEOM,0.0,2020-08-22 17:00:00
5606,3154,45.1,PMTEOM,0.0,2020-08-22 18:00:00
5607,3154,52.2,PMTEOM,0.0,2020-08-22 19:00:00
5608,3154,54.0,PMTEOM,0.0,2020-08-22 20:00:00
5609,3154,61.8,PMTEOM,0.0,2020-08-22 21:00:00
5610,3154,83.9,PMTEOM,0.0,2020-08-22 22:00:00
5611,3154,92.9,PMTEOM,0.0,2020-08-22 23:00:00
5612,3154,80.5,PMTEOM,0.0,2020-08-23 00:00:00
5613,3154,75.6,PMTEOM,0.0,2020-08-23 01:00:00
5614,3154,74.2,PMTEOM,0.0,2020-08-23 02:00:00
5615,3154,108.6,PMTEOM,1.0,2020-08-23 03:00:00
5616,3154,91.6,PMTEOM,0.0,2020-08-23 04:00:00
5617,3154,101.7,PMTEOM,0.0,2020-08-23 05:00:00
5618,3154,120.1,PMTEOM,0.0,2020-08-23 06:00:00
5619,3154,86.6,PMTEOM,0.0,2020-08-23 07:00:00
5620,3154,86.1,PMTEOM,0.0,2020-08-23 08:00:00
5621,3154,81.5,PMTEOM,0.0,2020-08-23 09:00:00
5622,3154,79.8,PMTEOM,0.0,2020-08-23 10:00:00
5623,3154,69.7,PMTEOM,0.0,2020-08-23 11:00:00
5624,3154,48.2,PMTEOM,0.0,2020-08-23 12:00:00
5625,3154,55.6,PMTEOM,0.0,2020-08-23 13:00:00
5626,3154,38.6,PMTEOM,0.0,2020-08-23 14:00:00
5627,3154,40.5,PMTEOM,0.0,2020-08-23 15:00:00
5628,3154,38.7,PMTEOM,0.0,2020-08-23 16:00:00
5629,3154,41.4,PMTEOM,0.0,2020-08-23 17:00:00
5630,3154,36.3,PMTEOM,0.0,2020-08-23 18:00:00
5631,3154,36.1,PMTEOM,0.0,2020-08-23 19:00:00
5632,3154,48.4,PMTEOM,0.0,2020-08-23 20:00:00
5633,3154,64.5,PMTEOM,0.0,2020-08-23 21:00:00
5634,3154,51.5,PMTEOM,0.0,2020-08-23 22:00:00
5635,3154,37.2,PMTEOM,0.0,2020-08-23 23:00:00
5636,3154,41.7,PMTEOM,0.0,2020-08-24 00:00:00
5637,3154,48.5,PMTEOM,0.0,2020-08-24 01:00:00
5638,3154,59.2,PMTEOM,0.0,2020-08-24 02:00:00
5639,3154,54.6,PMTEOM,0.0,2020-08-24 03:00:00
5640,3154,75.9,PMTEOM,0.0,2020-08-24 04:00:00
5641,3154,74.0,PMTEOM,0.0,2020-08-24 05:00:00
5642,3154,79.1,PMTEOM,0.0,2020-08-24 06:00:00
5643,3154,70.5,PMTEOM,0.0,2020-08-24 07:00:00
5644,3154,48.0,PMTEOM,0.0,2020-08-24 08:00:00
5645,3154,13.6,PMTEOM,0.0,2020-08-24 09:00:00
5646,3154,6.5,PMTEOM,0.0,2020-08-24 10:00:00
5647,3154,3.9,PMTEOM,0.0,2020-08-24 11:00:00
5648,3154,14.1,PMTEOM,0.0,2020-08-24 12:00:00
5649,3154,20.6,PMTEOM,0.0,2020-08-24 13:00:00
5650,3154,20.3,PMTEOM,0.0,2020-08-24 14:00:00
5651,3154,56.1,PMTEOM,0.0,2020-08-24 15:00:00
5652,3154,18.1,PMTEOM,0.0,2020-08-24 16:00:00
5653,3154,12.4,PMTEOM,0.0,2020-08-24 17:00:00
5654,3154,10.3,PMTEOM,0.0,2020-08-24 18:00:00
5655,3154,9.3,PMTEOM,0.0,2020-08-24 19:00:00
5656,3154,13.1,PMTEOM,0.0,2020-08-24 20:00:00
5657,3154,23.5,PMTEOM,0.0,2020-08-24 21:00:00
5658,3154,28.6,PMTEOM,0.0,2020-08-24 22:00:00
5659,3154,25.5,PMTEOM,0.0,2020-08-24 23:00:00
5660,3154,24.0,PMTEOM,0.0,2020-08-25 00:00:00
5661,3154,19.1,PMTEOM,0.0,2020-08-25 01:00:00
5662,3154,15.8,PMTEOM,0.0,2020-08-25 02:00:00
5663,3154,19.3,PMTEOM,0.0,2020-08-25 03:00:00
5664,3154,18.4,PMTEOM,0.0,2020-08-25 04:00:00
5665,3154,12.6,PMTEOM,0.0,2020-08-25 05:00:00
5666,3154,27.1,PMTEOM,0.0,2020-08-25 06:00:00
5667,3154,20.1,PMTEOM,0.0,2020-08-25 07:00:00
5668,3154,14.4,PMTEOM,0.0,2020-08-25 08:00:00
5669,3154,13.2,PMTEOM,0.0,2020-08-25 09:00:00
5670,3154,8.9,PMTEOM,0.0,2020-08-25 10:00:00
5671,3154,11.7,PMTEOM,0.0,2020-08-25 11:00:00
5672,3154,15.2,PMTEOM,0.0,2020-08-25 12:00:00
5673,3154,23.5,PMTEOM,0.0,2020-08-25 13:00:00
5674,3154,24.9,PMTEOM,0.0,2020-08-25 14:00:00
5675,3154,25.0,PMTEOM,0.0,2020-08-25 15:00:00
5676,3154,34.1,PMTEOM,0.0,2020-08-25 16:00:00
5677,3154,81.5,PMTEOM,0.0,2020-08-25 17:00:00
5678,3154,116.6,PMTEOM,0.0,2020-08-25 18:00:00
5679,3154,52.1,PMTEOM,0.0,2020-08-25 19:00:00
5680,3154,20.6,PMTEOM,0.0,2020-08-25 20:00:00
5681,3154,16.7,PMTEOM,0.0,2020-08-25 21:00:00
5682,3154,12.6,PMTEOM,0.0,2020-08-25 22:00:00
5683,3154,14.4,PMTEOM,0.0,2020-08-25 23:00:00
5684,3154,20.8,PMTEOM,0.0,2020-08-26 00:00:00
5685,3154,25.5,PMTEOM,0.0,2020-08-26 01:00:00
5686,3154,25.1,PMTEOM,0.0,2020-08-26 02:00:00
5687,3154,23.4,PMTEOM,0.0,2020-08-26 03:00:00
5688,3154,43.8,PMTEOM,0.0,2020-08-26 04:00:00
5689,3154,55.9,PMTEOM,0.0,2020-08-26 05:00:00
5690,3154,60.5,PMTEOM,0.0,2020-08-26 06:00:00
5691,3154,40.8,PMTEOM,0.0,2020-08-26 07:00:00
5692,3154,41.8,PMTEOM,0.0,2020-08-26 08:00:00
5693,3154,33.4,PMTEOM,0.0,2020-08-26 09:00:00
5694,3154,24.4,PMTEOM,0.0,2020-08-26 10:00:00
5695,3154,22.5,PMTEOM,0.0,2020-08-26 11:00:00
5696,3154,21.5,PMTEOM,0.0,2020-08-26 12:00:00
5697,3154,18.3,PMTEOM,0.0,2020-08-26 13:00:00
5698,3154,19.4,PMTEOM,0.0,2020-08-26 14:00:00
5699,3154,30.5,PMTEOM,0.0,2020-08-26 15:00:00
5700,3154,30.7,PMTEOM,0.0,2020-08-26 16:00:00
5701,3154,108.3,PMTEOM,0.0,2020-08-26 17:00:00
5702,3154,250.3,PMTEOM,0.0,2020-08-26 18:00:00
5703,3154,86.2,PMTEOM,0.0,2020-08-26 19:00:00
5704,3154,23.1,PMTEOM,0.0,2020-08-26 20:00:00
5705,3154,10.8,PMTEOM,0.0,2020-08-26 21:00:00
5706,3154,11.4,PMTEOM,0.0,2020-08-26 22:00:00
5707,3154,27.1,PMTEOM,0.0,2020-08-26 23:00:00
5708,3154,40.5,PMTEOM,0.0,2020-08-27 00:00:00
5709,3154,52.4,PMTEOM,0.0,2020-08-27 01:00:00
5710,3154,57.0,PMTEOM,0.0,2020-08-27 02:00:00
5711,3154,55.8,PMTEOM,0.0,2020-08-27 03:00:00
5712,3154,62.4,PMTEOM,0.0,2020-08-27 04:00:00
5713,3154,66.9,PMTEOM,0.0,2020-08-27 05:00:00
5714,3154,68.3,PMTEOM,0.0,2020-08-27 06:00:00
5715,3154,59.5,PMTEOM,0.0,2020-08-27 07:00:00
5716,3154,55.8,PMTEOM,0.0,2020-08-27 08:00:00
5717,3154,38.9,PMTEOM,0.0,2020-08-27 09:00:00
5718,3154,30.7,PMTEOM,0.0,2020-08-27 10:00:00
5719,3154,27.3,PMTEOM,0.0,2020-08-27 11:00:00
5720,3154,24.0,PMTEOM,0.0,2020-08-27 12:00:00
5721,3154,31.9,PMTEOM,0.0,2020-08-27 13:00:00
5722,3154,24.4,PMTEOM,0.0,2020-08-27 14:00:00
5723,3154,36.9,PMTEOM,0.0,2020-08-27 15:00:00
5724,3154,35.7,PMTEOM,0.0,2020-08-27 16:00:00
5725,3154,21.0,PMTEOM,0.0,2020-08-27 17:00:00
5726,3154,94.1,PMTEOM,0.0,2020-08-27 18:00:00
5727,3154,109.9,PMTEOM,0.0,2020-08-27 19:00:00
5728,3154,73.3,PMTEOM,0.0,2020-08-27 20:00:00
5729,3154,62.1,PMTEOM,0.0,2020-08-27 21:00:00
5730,3154,59.4,PMTEOM,0.0,2020-08-27 22:00:00
5731,3154,50.5,PMTEOM,0.0,2020-08-27 23:00:00
5732,3154,35.5,PMTEOM,0.0,2020-08-28 00:00:00
5733,3154,34.9,PMTEOM,0.0,2020-08-28 01:00:00
5734,3154,20.7,PMTEOM,0.0,2020-08-28 02:00:00
5735,3154,18.8,PMTEOM,0.0,2020-08-28 03:00:00
5736,3154,24.8,PMTEOM,0.0,2020-08-28 04:00:00
5737,3154,22.1,PMTEOM,0.0,2020-08-28 05:00:00
5738,3154,33.0,PMTEOM,0.0,2020-08-28 06:00:00
5739,3154,34.3,PMTEOM,0.0,2020-08-28 07:00:00
5740,3154,33.6,PMTEOM,0.0,2020-08-28 08:00:00
5741,3154,21.8,PMTEOM,0.0,2020-08-28 09:00:00
5742,3154,21.2,PMTEOM,0.0,2020-08-28 10:00:00
5743,3154,15.2,PMTEOM,0.0,2020-08-28 11:00:00
5744,3154,14.3,PMTEOM,0.0,2020-08-28 12:00:00
5745,3154,16.8,PMTEOM,0.0,2020-08-28 13:00:00
5746,3154,14.1,PMTEOM,0.0,2020-08-28 14:00:00
5747,3154,16.7,PMTEOM,0.0,2020-08-28 15:00:00
5748,3154,8.5,PMTEOM,0.0,2020-08-28 16:00:00
5749,3154,7.2,PMTEOM,0.0,2020-08-28 17:00:00
5750,3154,12.9,PMTEOM,0.0,2020-08-28 18:00:00
5751,3154,12.2,PMTEOM,0.0,2020-08-28 19:00:00
5752,3154,10.4,PMTEOM,0.0,2020-08-28 20:00:00
5753,3154,12.9,PMTEOM,0.0,2020-08-28 21:00:00
5754,3154,16.3,PMTEOM,0.0,2020-08-28 22:00:00
5755,3154,11.3,PMTEOM,0.0,2020-08-28 23:00:00
5756,3154,13.1,PMTEOM,0.0,2020-08-29 00:00:00
5757,3154,14.3,PMTEOM,0.0,2020-08-29 01:00:00
5758,3154,14.9,PMTEOM,0.0,2020-08-29 02:00:00
5759,3154,21.1,PMTEOM,0.0,2020-08-29 03:00:00
5760,3154,25.1,PMTEOM,0.0,2020-08-29 04:00:00
5761,3154,28.8,PMTEOM,0.0,2020-08-29 05:00:00
5762,3154,41.9,PMTEOM,0.0,2020-08-29 06:00:00
5763,3154,20.3,PMTEOM,0.0,2020-08-29 07:00:00
5764,3154,21.9,PMTEOM,0.0,2020-08-29 08:00:00
5765,3154,25.0,PMTEOM,0.0,2020-08-29 09:00:00
5766,3154,14.0,PMTEOM,0.0,2020-08-29 10:00:00
5767,3154,9.3,PMTEOM,0.0,2020-08-29 11:00:00
5768,3154,9.9,PMTEOM,0.0,2020-08-29 12:00:00
5769,3154,5.8,PMTEOM,0.0,2020-08-29 13:00:00
5770,3154,11.6,PMTEOM,0.0,2020-08-29 14:00:00
5771,3154,7.5,PMTEOM,0.0,2020-08-29 15:00:00
5772,3154,16.2,PMTEOM,0.0,2020-08-29 16:00:00
5773,3154,9.9,PMTEOM,0.0,2020-08-29 17:00:00
5774,3154,8.2,PMTEOM,0.0,2020-08-29 18:00:00
5775,3154,12.7,PMTEOM,0.0,2020-08-29 19:00:00
5776,3154,12.0,PMTEOM,0.0,2020-08-29 20:00:00
5777,3154,16.3,PMTEOM,0.0,2020-08-29 21:00:00
5778,3154,19.5,PMTEOM,0.0,2020-08-29 22:00:00
5779,3154,24.4,PMTEOM,0.0,2020-08-29 23:00:00
5780,3154,22.4,PMTEOM,0.0,2020-08-30 00:00:00
5781,3154,23.6,PMTEOM,0.0,2020-08-30 01:00:00
5782,3154,28.2,PMTEOM,0.0,2020-08-30 02:00:00
5783,3154,31.8,PMTEOM,0.0,2020-08-30 03:00:00
5784,3154,35.3,PMTEOM,0.0,2020-08-30 04:00:00
5785,3154,39.3,PMTEOM,0.0,2020-08-30 05:00:00
5786,3154,59.7,PMTEOM,0.0,2020-08-30 06:00:00
5787,3154,76.9,PMTEOM,0.0,2020-08-30 07:00:00
5788,3154,72.9,PMTEOM,0.0,2020-08-30 08:00:00
5789,3154,67.7,PMTEOM,0.0,2020-08-30 09:00:00
5790,3154,60.3,PMTEOM,0.0,2020-08-30 10:00:00
5791,3154,70.9,PMTEOM,0.0,2020-08-30 11:00:00
5792,3154,52.5,PMTEOM,0.0,2020-08-30 12:00:00
5793,3154,29.8,PMTEOM,0.0,2020-08-30 13:00:00
5794,3154,25.8,PMTEOM,0.0,2020-08-30 14:00:00
5795,3154,30.1,PMTEOM,0.0,2020-08-30 15:00:00
5796,3154,27.8,PMTEOM,0.0,2020-08-30 16:00:00
5797,3154,23.3,PMTEOM,0.0,2020-08-30 17:00:00
5798,3154,17.9,PMTEOM,0.0,2020-08-30 18:00:00
5799,3154,14.8,PMTEOM,0.0,2020-08-30 19:00:00
5800,3154,16.8,PMTEOM,0.0,2020-08-30 20:00:00
5801,3154,18.1,PMTEOM,0.0,2020-08-30 21:00:00
5802,3154,24.2,PMTEOM,0.0,2020-08-30 22:00:00
5803,3154,27.5,PMTEOM,0.0,2020-08-30 23:00:00
5804,3154,26.4,PMTEOM,0.0,2020-08-31 00:00:00
5805,3154,78.5,PMTEOM,0.0,2020-08-31 01:00:00
5806,3154,71.2,PMTEOM,0.0,2020-08-31 02:00:00
5807,3154,62.6,PMTEOM,0.0,2020-08-31 03:00:00
5808,3154,60.4,PMTEOM,0.0,2020-08-31 04:00:00
5809,3154,45.1,PMTEOM,0.0,2020-08-31 05:00:00
5810,3154,41.7,PMTEOM,0.0,2020-08-31 06:00:00
5811,3154,49.7,PMTEOM,0.0,2020-08-31 07:00:00
5812,3154,58.7,PMTEOM,0.0,2020-08-31 08:00:00
5813,3154,54.4,PMTEOM,0.0,2020-08-31 09:00:00
5814,3154,47.5,PMTEOM,0.0,2020-08-31 10:00:00
5815,3154,52.4,PMTEOM,0.0,2020-08-31 11:00:00
5816,3154,52.0,PMTEOM,0.0,2020-08-31 12:00:00
5817,3154,37.5,PMTEOM,0.0,2020-08-31 13:00:00
5818,3154,28.0,PMTEOM,0.0,2020-08-31 14:00:00
5819,3154,35.4,PMTEOM,0.0,2020-08-31 15:00:00
5820,3154,32.4,PMTEOM,0.0,2020-08-31 16:00:00
5821,3154,30.1,PMTEOM,0.0,2020-08-31 17:00:00
5822,3154,29.0,PMTEOM,0.0,2020-08-31 18:00:00
5823,3154,39.4,PMTEOM,0.0,2020-08-31 19:00:00
5824,3154,47.1,PMTEOM,0.0,2020-08-31 20:00:00
5825,3154,49.0,PMTEOM,0.0,2020-08-31 21:00:00
5826,3154,48.9,PMTEOM,0.0,2020-08-31 22:00:00
5827,3154,45.2,PMTEOM,0.0,2020-08-31 23:00:00
5828,3154,46.2,PMTEOM,0.0,2020-09-01 00:00:00
5829,3154,45.2,PMTEOM,0.0,2020-09-01 01:00:00
5830,3154,46.8,PMTEOM,0.0,2020-09-01 02:00:00
5831,3154,45.9,PMTEOM,0.0,2020-09-01 03:00:00
5832,3154,44.0,PMTEOM,0.0,2020-09-01 04:00:00
5833,3154,41.4,PMTEOM,0.0,2020-09-01 05:00:00
5834,3154,54.0,PMTEOM,0.0,2020-09-01 06:00:00
5835,3154,46.7,PMTEOM,0.0,2020-09-01 07:00:00
5836,3154,38.6,PMTEOM,0.0,2020-09-01 08:00:00
5837,3154,32.5,PMTEOM,0.0,2020-09-01 09:00:00
5838,3154,23.1,PMTEOM,0.0,2020-09-01 11:00:00
5839,3154,31.3,PMTEOM,0.0,2020-09-01 12:00:00
5840,3154,36.5,PMTEOM,0.0,2020-09-01 13:00:00
5841,3154,32.7,PMTEOM,0.0,2020-09-01 14:00:00
5842,3154,29.3,PMTEOM,0.0,2020-09-01 15:00:00
5843,3154,29.9,PMTEOM,0.0,2020-09-01 16:00:00
5844,3154,33.5,PMTEOM,0.0,2020-09-01 17:00:00
5845,3154,33.8,PMTEOM,0.0,2020-09-01 18:00:00
5846,3154,36.6,PMTEOM,0.0,2020-09-01 19:00:00
5847,3154,35.5,PMTEOM,0.0,2020-09-01 20:00:00
5848,3154,32.7,PMTEOM,0.0,2020-09-01 21:00:00
5849,3154,30.0,PMTEOM,0.0,2020-09-01 22:00:00
5850,3154,32.6,PMTEOM,0.0,2020-09-01 23:00:00
5851,3154,33.4,PMTEOM,0.0,2020-09-02 00:00:00
5852,3154,38.0,PMTEOM,0.0,2020-09-02 01:00:00
5853,3154,28.6,PMTEOM,0.0,2020-09-02 02:00:00
5854,3154,28.3,PMTEOM,0.0,2020-09-02 03:00:00
5855,3154,30.2,PMTEOM,0.0,2020-09-02 04:00:00
5856,3154,27.2,PMTEOM,0.0,2020-09-02 05:00:00
5857,3154,21.3,PMTEOM,0.0,2020-09-02 06:00:00
5858,3154,21.7,PMTEOM,0.0,2020-09-02 07:00:00
5859,3154,21.3,PMTEOM,0.0,2020-09-02 08:00:00
5860,3154,16.8,PMTEOM,0.0,2020-09-02 09:00:00
5861,3154,16.8,PMTEOM,0.0,2020-09-02 10:00:00
5862,3154,17.2,PMTEOM,0.0,2020-09-02 11:00:00
5863,3154,11.0,PMTEOM,0.0,2020-09-02 12:00:00
5864,3154,14.2,PMTEOM,0.0,2020-09-02 13:00:00
5865,3154,7.5,PMTEOM,0.0,2020-09-02 14:00:00
5866,3154,13.6,PMTEOM,0.0,2020-09-02 15:00:00
5867,3154,19.8,PMTEOM,0.0,2020-09-02 16:00:00
5868,3154,22.2,PMTEOM,0.0,2020-09-02 17:00:00
5869,3154,21.0,PMTEOM,0.0,2020-09-02 18:00:00
5870,3154,20.2,PMTEOM,0.0,2020-09-02 19:00:00
5871,3154,20.9,PMTEOM,0.0,2020-09-02 20:00:00
5872,3154,18.5,PMTEOM,0.0,2020-09-02 21:00:00
5873,3154,18.2,PMTEOM,0.0,2020-09-02 22:00:00
5874,3154,25.6,PMTEOM,0.0,2020-09-02 23:00:00
5875,3154,108.2,PMTEOM,0.0,2020-09-03 00:00:00
5876,3154,96.9,PMTEOM,0.0,2020-09-03 01:00:00
5877,3154,64.6,PMTEOM,0.0,2020-09-03 02:00:00
5878,3154,67.7,PMTEOM,0.0,2020-09-03 03:00:00
5879,3154,50.0,PMTEOM,0.0,2020-09-03 04:00:00
5880,3154,57.1,PMTEOM,0.0,2020-09-03 05:00:00
5881,3154,57.0,PMTEOM,0.0,2020-09-03 06:00:00
5882,3154,34.9,PMTEOM,0.0,2020-09-03 07:00:00
5883,3154,31.7,PMTEOM,0.0,2020-09-03 08:00:00
5884,3154,28.0,PMTEOM,0.0,2020-09-03 09:00:00
5885,3154,38.6,PMTEOM,0.0,2020-09-03 10:00:00
5886,3154,37.2,PMTEOM,0.0,2020-09-03 11:00:00
5887,3154,18.8,PMTEOM,0.0,2020-09-03 12:00:00
5888,3154,9.6,PMTEOM,0.0,2020-09-03 13:00:00
5889,3154,10.0,PMTEOM,0.0,2020-09-03 14:00:00
5890,3154,11.0,PMTEOM,0.0,2020-09-03 15:00:00
5891,3154,19.1,PMTEOM,0.0,2020-09-03 16:00:00
5892,3154,23.7,PMTEOM,0.0,2020-09-03 17:00:00
5893,3154,15.4,PMTEOM,0.0,2020-09-03 18:00:00
5894,3154,9.6,PMTEOM,0.0,2020-09-03 19:00:00
5895,3154,9.6,PMTEOM,0.0,2020-09-03 20:00:00
5896,3154,14.3,PMTEOM,0.0,2020-09-03 21:00:00
5897,3154,10.5,PMTEOM,0.0,2020-09-03 22:00:00
5898,3154,11.4,PMTEOM,0.0,2020-09-03 23:00:00
5899,3154,15.0,PMTEOM,0.0,2020-09-04 00:00:00
5900,3154,9.4,PMTEOM,0.0,2020-09-04 01:00:00
5901,3154,14.7,PMTEOM,0.0,2020-09-04 02:00:00
5902,3154,18.4,PMTEOM,0.0,2020-09-04 03:00:00
5903,3154,13.1,PMTEOM,0.0,2020-09-04 04:00:00
5904,3154,28.6,PMTEOM,0.0,2020-09-04 05:00:00
5905,3154,33.5,PMTEOM,0.0,2020-09-04 06:00:00
5906,3154,58.4,PMTEOM,0.0,2020-09-04 07:00:00
5907,3154,27.5,PMTEOM,0.0,2020-09-04 08:00:00
5908,3154,28.4,PMTEOM,0.0,2020-09-04 09:00:00
5909,3154,19.9,PMTEOM,0.0,2020-09-04 10:00:00
5910,3154,15.5,PMTEOM,0.0,2020-09-04 11:00:00
5911,3154,13.3,PMTEOM,0.0,2020-09-04 12:00:00
5912,3154,10.5,PMTEOM,0.0,2020-09-04 13:00:00
5913,3154,13.0,PMTEOM,0.0,2020-09-04 14:00:00
5914,3154,16.1,PMTEOM,0.0,2020-09-04 15:00:00
5915,3154,21.1,PMTEOM,0.0,2020-09-04 16:00:00
5916,3154,16.4,PMTEOM,0.0,2020-09-04 17:00:00
5917,3154,10.6,PMTEOM,0.0,2020-09-04 18:00:00
5918,3154,9.7,PMTEOM,0.0,2020-09-04 19:00:00
5919,3154,13.8,PMTEOM,0.0,2020-09-04 20:00:00
5920,3154,17.2,PMTEOM,0.0,2020-09-04 21:00:00
5921,3154,18.1,PMTEOM,0.0,2020-09-04 22:00:00
5922,3154,14.6,PMTEOM,0.0,2020-09-04 23:00:00
5923,3154,11.2,PMTEOM,0.0,2020-09-05 00:00:00
5924,3154,19.3,PMTEOM,0.0,2020-09-05 01:00:00
5925,3154,13.2,PMTEOM,0.0,2020-09-05 02:00:00
5926,3154,21.8,PMTEOM,0.0,2020-09-05 03:00:00
5927,3154,14.7,PMTEOM,0.0,2020-09-05 04:00:00
5928,3154,23.8,PMTEOM,0.0,2020-09-05 05:00:00
5929,3154,30.5,PMTEOM,0.0,2020-09-05 06:00:00
5930,3154,25.0,PMTEOM,0.0,2020-09-05 07:00:00
5931,3154,25.4,PMTEOM,0.0,2020-09-05 08:00:00
5932,3154,28.5,PMTEOM,0.0,2020-09-05 09:00:00
5933,3154,17.8,PMTEOM,0.0,2020-09-05 10:00:00
5934,3154,11.8,PMTEOM,0.0,2020-09-05 11:00:00
5935,3154,9.1,PMTEOM,0.0,2020-09-05 12:00:00
5936,3154,14.9,PMTEOM,0.0,2020-09-05 13:00:00
5937,3154,12.4,PMTEOM,0.0,2020-09-05 14:00:00
5938,3154,14.8,PMTEOM,0.0,2020-09-05 15:00:00
5939,3154,12.7,PMTEOM,0.0,2020-09-05 16:00:00
5940,3154,13.6,PMTEOM,0.0,2020-09-05 17:00:00
5941,3154,65.0,PMTEOM,0.0,2020-09-05 18:00:00
5942,3154,85.9,PMTEOM,0.0,2020-09-05 19:00:00
5943,3154,108.7,PMTEOM,0.0,2020-09-05 20:00:00
5944,3154,103.7,PMTEOM,0.0,2020-09-05 21:00:00
5945,3154,119.2,PMTEOM,0.0,2020-09-05 22:00:00
5946,3154,116.8,PMTEOM,0.0,2020-09-05 23:00:00
5947,3154,106.2,PMTEOM,0.0,2020-09-06 00:00:00
5948,3154,107.5,PMTEOM,0.0,2020-09-06 01:00:00
5949,3154,111.1,PMTEOM,0.0,2020-09-06 02:00:00
5950,3154,104.4,PMTEOM,0.0,2020-09-06 03:00:00
5951,3154,85.4,PMTEOM,0.0,2020-09-06 04:00:00
5952,3154,99.3,PMTEOM,0.0,2020-09-06 05:00:00
5953,3154,116.9,PMTEOM,0.0,2020-09-06 06:00:00
5954,3154,140.7,PMTEOM,0.0,2020-09-06 07:00:00
5955,3154,163.9,PMTEOM,0.0,2020-09-06 08:00:00
5956,3154,172.2,PMTEOM,0.0,2020-09-06 09:00:00
5957,3154,257.3,PMTEOM,0.0,2020-09-06 10:00:00
5958,3154,238.5,PMTEOM,1.0,2020-09-06 11:00:00
