,site,ws,wd,units,name,latitude,longitude,dateC
135877,2849,2.39,210.87801,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-08 15:00:00
135878,2849,0.81,225.425,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-08 16:00:00
135879,2849,1.71,35.2374,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-08 17:00:00
135880,2849,2.31,42.317001,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-08 18:00:00
135881,2849,1.3,28.499399,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-08 19:00:00
135882,2849,1.57,53.5714,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-08 20:00:00
135883,2849,1.5,43.080601,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-08 21:00:00
135884,2849,2.02,34.868401,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-08 22:00:00
135885,2849,2.03,30.1835,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-08 23:00:00
135886,2849,2.01,32.379799,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 00:00:00
135887,2849,2.02,37.575802,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 01:00:00
135888,2849,2.48,42.464298,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 02:00:00
135889,2849,2.3,32.017101,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 03:00:00
135890,2849,2.23,39.6422,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 04:00:00
135891,2849,2.45,43.6259,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 05:00:00
135892,2849,1.61,28.8048,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 06:00:00
135893,2849,1.35,34.143299,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 07:00:00
135894,2849,1.05,83.758202,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 08:00:00
