pm_value,ws,wd
3.3,5.99,292.20001
1.4,4.15,288.39999
0.9,2.65,257.0
6.4,2.42,211.60001
7.2,1.96,208.10001
8.9,2.42,172.2
9.3,2.65,162.0
3.6,2.88,184.39999
1.6,3.11,153.89999
8.6,4.03,161.2
5.2,3.69,163.39999
3.2,2.88,139.89999
4.7,5.07,157.2
5.4,3.57,177.3
6.6,2.07,338.29999
3.2,4.95,326.79999
-0.4,5.3,327.60001
2.0,4.15,354.29999
0.9,5.3,331.0
-3.3,4.84,328.89999
-1.3,4.84,328.29999
-0.9,4.61,333.10001
0.0,4.38,328.0
1.0,5.07,323.20001
0.9,4.49,327.29999
3.1,3.22,15.7
5.3,2.76,30.9
5.8,2.07,342.60001
7.0,2.42,318.70001
10.2,1.15,323.39999
7.6,3.8,343.89999
5.2,5.07,359.29999
7.5,5.07,336.60001
5.4,4.26,341.5
5.0,4.95,328.5
3.9,4.26,358.29999
3.2,4.72,348.29999
3.9,4.61,352.10001
5.7,5.53,5.6999998
2.9,6.56,13.8
0.1,4.49,350.60001
2.3,7.25,340.29999
2.5,9.56,10.2
4.9,6.91,346.39999
4.7,6.79,353.39999
4.3,6.45,354.10001
2.7,8.06,333.5
0.8,8.29,332.89999
1.9,5.53,324.29999
3.5,6.1,312.0
4.5,4.95,315.29999
0.9,4.61,354.39999
1.0,3.34,342.10001
4.2,5.07,330.5
3.1,6.22,338.60001
2.9,4.84,344.39999
1.8,5.76,327.89999
3.1,6.45,326.0
1.5,5.64,328.89999
0.9,4.84,336.79999
3.6,5.07,344.79999
4.9,2.99,354.79999
9.1,2.3,333.39999
8.4,4.72,330.89999
5.5,3.92,353.79999
3.7,4.61,334.79999
1.4,4.03,343.20001
0.9,4.03,334.20001
3.3,2.53,298.0
1.8,1.04,310.79999
5.3,1.73,146.0
5.4,3.8,199.5
4.2,3.69,169.10001
10.9,4.49,156.2
15.2,4.15,163.39999
6.8,4.03,162.60001
13.4,5.18,140.60001
11.0,5.76,165.7
16.2,5.64,158.39999
9.4,5.64,164.0
14.7,4.95,166.5
13.5,4.38,160.8
12.4,3.22,160.7
13.0,2.53,162.2
10.6,2.88,155.89999
17.7,3.69,162.7
32.9,4.03,147.10001
16.4,5.07,177.60001
14.4,3.22,201.89999
10.2,0.35,228.7
5.4,1.5,306.89999
0.3,3.57,9.3999996
0.6,3.34,341.29999
4.5,5.53,334.39999
3.1,4.84,311.29999
2.4,3.34,312.10001
3.4,1.96,231.39999
8.4,2.65,129.7
12.0,5.3,96.800003
8.1,3.45,134.5
7.4,1.04,223.60001
5.9,4.84,36.400002
3.7,2.3,54.900002
4.3,5.18,55.299999
2.6,3.34,98.0
0.0,1.5,308.10001
0.9,2.76,339.79999
1.0,2.65,303.10001
4.3,4.26,321.89999
3.6,7.14,343.29999
0.8,5.99,343.0
1.9,7.49,347.60001
4.2,8.41,340.70001
6.2,8.98,353.89999
7.6,7.95,342.89999
4.7,10.13,341.70001
2.7,11.29,337.79999
7.7,10.13,336.89999
7.1,8.64,342.39999
4.6,7.95,7.6999998
4.9,7.83,15.4
3.8,7.14,9.1000004
4.0,7.25,16.4
5.8,7.25,11.2
2.8,7.25,6.5
1.2,8.18,330.60001
1.1,7.83,331.39999
-0.3,8.41,333.10001
4.6,7.83,337.29999
4.6,7.49,341.60001
2.7,6.56,343.20001
1.3,6.79,344.39999
3.7,4.95,344.89999
4.9,5.18,309.5
9.1,5.3,333.0
7.6,5.07,334.29999
4.6,4.49,333.29999
4.7,4.95,310.5
5.4,5.76,314.60001
4.3,5.3,317.29999
2.0,4.61,319.20001
4.8,3.57,318.39999
7.2,2.99,328.70001
8.4,2.42,306.39999
7.0,0.81,278.79999
19.8,0.69,172.0
27.9,0.92,121.1
39.0,1.73,147.0
33.4,2.42,132.39999
24.9,2.99,117.6
11.0,2.99,129.39999
11.6,3.34,131.89999
10.7,3.57,118.7
11.4,2.76,120.0
12.8,3.45,122.6
7.9,1.84,126.3
9.5,1.61,160.7
14.8,1.5,209.3
13.7,1.27,209.39999
18.1,3.45,144.39999
17.8,4.03,169.2
19.3,4.03,181.3
10.6,3.57,183.89999
7.3,4.03,194.89999
17.8,4.03,192.10001
19.4,2.07,223.10001
19.4,2.88,204.0
12.3,2.76,186.8
19.7,1.96,169.89999
26.4,2.99,133.3
17.6,3.45,143.0
25.2,2.65,171.7
25.0,2.07,195.10001
27.1,1.38,120.9
21.9,1.96,184.60001
13.9,2.19,159.5
18.9,2.07,128.0
12.9,2.42,128.2
13.9,2.65,138.2
9.0,2.88,143.3
18.1,2.88,138.39999
17.7,2.53,139.39999
21.1,2.88,159.3
14.5,4.03,183.8
11.1,4.72,188.10001
14.7,5.76,196.60001
12.9,4.26,199.39999
11.4,4.26,190.2
10.8,4.61,188.8
10.2,2.3,198.8
8.1,2.07,220.10001
10.3,2.07,265.20001
10.1,1.96,232.7
10.2,2.19,229.3
12.1,2.07,225.60001
10.0,1.73,212.0
16.6,1.73,163.0
11.7,2.42,215.8
8.3,3.8,234.0
6.0,3.34,201.5
8.3,2.99,204.5
9.3,2.53,164.39999
12.4,2.07,137.0
11.8,3.34,121.2
15.1,4.03,143.8
30.7,4.49,148.60001
27.3,2.99,171.60001
19.0,4.61,180.7
30.5,5.99,171.5
20.1,6.22,176.8
17.0,6.68,169.5
14.7,5.41,158.5
15.0,5.3,155.0
13.7,4.03,140.60001
11.6,5.18,128.60001
14.6,7.02,149.39999
13.7,7.25,156.60001
9.4,6.45,156.7
5.1,6.56,153.5
2.3,6.56,150.5
5.4,7.14,147.2
4.8,5.3,147.39999
5.6,4.26,148.8
4.4,4.03,162.60001
2.8,4.61,150.0
5.7,6.33,154.10001
5.2,8.18,152.89999
3.7,8.52,158.7
3.0,9.56,157.2
2.5,8.41,159.5
6.4,8.75,146.3
6.0,4.61,163.89999
7.2,3.8,174.39999
11.7,4.95,155.60001
6.7,4.72,153.5
5.0,5.76,142.8
9.5,7.72,131.8
11.5,8.52,144.89999
14.2,9.1,156.3
11.1,7.95,153.10001
9.0,6.68,154.8
7.0,3.92,133.39999
6.6,6.79,136.8
7.3,8.75,140.2
9.3,8.64,147.60001
6.5,11.63,148.10001
3.2,12.32,148.89999
1.6,13.59,145.8
2.3,12.78,151.89999
6.3,10.48,158.10001
4.8,10.94,160.7
6.2,11.17,155.0
8.1,12.55,160.8
8.5,11.75,166.8
8.7,11.29,162.8
12.5,13.13,164.8
8.3,11.17,167.39999
5.4,12.44,167.8
8.2,10.25,167.89999
9.3,10.25,168.8
9.2,8.98,171.3
5.7,5.41,196.5
6.2,5.53,237.10001
7.7,5.3,247.0
6.1,5.87,236.3
5.3,4.95,213.39999
3.2,5.18,214.39999
1.2,6.56,221.89999
2.0,5.07,219.10001
4.7,3.8,213.7
4.2,3.69,221.3
5.4,2.42,185.39999
7.8,2.88,200.60001
11.0,2.42,149.39999
7.2,3.11,154.7
5.8,2.65,162.3
3.7,1.96,186.8
10.4,2.42,178.2
10.8,2.88,195.39999
8.6,3.22,202.3
11.0,2.65,211.7
6.7,4.15,216.3
5.0,4.03,237.2
8.2,3.8,198.60001
5.9,4.72,234.5
7.5,5.53,240.2
9.6,3.45,223.7
7.3,3.11,216.8
8.7,2.88,147.10001
10.8,2.53,120.3
16.2,1.27,148.5
20.8,1.84,140.60001
13.3,0.69,159.7
24.6,1.15,172.89999
20.1,1.15,159.3
14.3,1.38,232.10001
12.2,1.38,286.79999
8.8,1.04,281.70001
9.0,0.92,170.60001
9.6,0.81,167.8
9.8,0.58,160.2
15.9,1.04,191.5
17.5,1.27,175.0
24.7,0.69,208.60001
14.7,3.11,299.20001
17.3,1.96,296.70001
11.0,2.99,243.2
13.6,3.11,227.7
9.7,1.61,187.10001
12.2,3.11,171.2
12.3,3.22,211.3
10.2,3.45,237.5
10.3,1.27,274.79999
12.4,1.73,41.799999
20.5,3.92,41.900002
13.4,3.8,25.700001
12.0,3.22,18.4
11.2,3.8,19.1
12.7,2.88,353.39999
12.2,3.11,340.0
10.6,4.03,26.799999
8.7,2.76,13.4
6.2,3.69,6.3000002
7.4,4.38,346.60001
3.8,6.22,344.29999
-1.3,3.45,337.0
-0.4,4.72,359.39999
0.3,3.69,352.89999
0.3,3.34,351.10001
1.4,5.41,318.79999
0.2,4.26,321.70001
0.8,4.72,329.79999
1.1,3.45,335.0
4.7,2.88,0.80000001
5.9,2.07,9.1999998
2.0,2.19,5.5
-0.3,1.27,15.2
7.2,1.38,328.0
5.7,0.81,341.10001
9.3,0.46,90.0
13.0,0.81,170.5
15.2,0.35,264.20001
16.9,1.04,282.70001
16.3,1.73,288.10001
8.0,2.19,319.70001
7.9,0.92,83.300003
7.9,1.61,124.4
6.9,1.61,136.0
9.9,1.61,199.39999
17.1,2.07,167.89999
5.0,2.53,169.2
5.5,3.22,174.60001
7.6,4.15,177.0
9.2,4.61,195.0
6.6,5.76,203.2
3.5,5.41,197.8
2.9,5.53,200.7
2.4,7.6,220.8
1.4,6.79,214.60001
0.4,6.45,217.39999
5.2,6.1,229.60001
7.1,5.18,228.8
8.0,4.26,216.2
9.2,4.15,205.0
10.0,5.07,203.3
16.5,5.07,192.89999
19.0,4.61,176.89999
10.9,4.15,173.3
9.8,3.57,170.5
6.9,3.34,161.89999
8.3,3.45,175.60001
11.6,2.76,176.3
17.9,3.92,181.39999
11.3,3.8,176.8
17.5,4.61,187.60001
16.9,4.95,179.0
10.6,4.15,205.7
11.8,4.15,203.39999
10.2,4.49,221.60001
7.8,4.49,235.2
9.1,3.8,233.5
4.8,2.99,236.2
0.4,3.69,240.2
0.4,3.11,241.5
5.8,1.96,250.39999
8.1,1.38,243.5
7.6,1.04,223.0
11.3,1.27,165.2
14.1,1.27,116.3
13.7,1.38,114.1
14.1,1.15,157.60001
11.3,0.58,188.89999
18.1,1.15,108.7
13.5,2.19,56.299999
14.9,1.73,53.700001
13.6,1.61,46.400002
19.4,0.35,303.0
20.6,0.81,34.200001
18.8,2.42,47.700001
12.4,2.88,97.800003
11.5,2.19,153.5
8.0,2.53,164.5
6.3,2.19,176.5
9.8,5.87,112.7
12.1,8.52,162.10001
6.6,9.56,162.5
8.8,8.64,159.7
5.6,9.79,165.10001
6.2,11.98,162.7
6.1,11.4,164.8
5.6,8.75,161.3
3.6,10.02,165.0
5.4,8.98,169.0
4.6,6.79,173.8
2.8,8.52,161.5
4.3,9.79,155.5
4.1,8.52,166.7
2.6,4.03,200.8
1.8,5.18,161.2
1.0,10.82,157.39999
6.6,8.64,170.89999
4.2,7.95,172.2
3.6,9.44,169.39999
3.5,9.79,165.7
0.2,10.36,162.60001
0.1,10.13,172.39999
3.4,11.63,177.8
3.2,8.29,218.7
2.3,9.79,236.39999
3.6,9.21,235.5
4.6,8.75,232.3
4.5,4.95,222.89999
8.7,2.76,240.60001
7.3,3.11,202.5
4.6,7.37,179.8
2.4,7.49,155.0
2.8,6.79,169.3
4.7,6.56,180.7
4.2,6.1,188.8
0.8,6.22,194.7
1.2,5.3,189.5
0.7,5.53,200.39999
3.6,4.61,197.39999
4.8,3.8,185.89999
7.4,3.45,184.39999
5.6,4.15,188.39999
4.1,6.22,207.3
9.3,4.72,209.10001
7.9,4.61,226.8
3.8,5.18,211.3
0.4,4.72,221.0
5.8,5.87,220.5
6.0,5.64,204.0
5.4,6.45,201.39999
4.3,5.99,216.89999
5.8,6.1,222.0
3.5,5.99,208.2
3.0,4.84,196.39999
4.9,5.3,216.2
3.3,6.56,213.60001
9.7,6.91,209.60001
9.5,6.56,192.8
6.8,3.8,177.3
9.8,4.26,170.5
7.2,4.15,170.0
6.4,4.26,168.10001
9.1,4.15,163.2
8.7,4.03,156.8
6.6,3.69,168.60001
7.7,4.72,160.60001
8.4,5.3,166.3
4.3,5.87,169.7
4.3,5.3,184.2
7.2,5.41,200.2
3.5,3.57,213.10001
0.6,5.64,202.60001
7.0,8.18,202.89999
6.4,8.06,215.5
6.7,7.37,221.2
5.4,6.45,221.2
4.3,5.87,217.60001
3.9,5.76,207.60001
2.2,5.64,193.5
2.8,4.61,176.0
3.8,3.92,174.10001
2.4,4.61,193.89999
4.3,5.07,185.60001
7.5,4.26,166.7
8.6,3.22,144.8
6.7,3.69,126.5
6.1,4.72,121.6
8.7,4.38,138.0
10.7,4.26,143.5
7.2,5.99,135.3
14.8,5.76,156.89999
9.0,6.45,165.2
5.8,6.91,170.3
6.0,8.29,170.10001
5.9,8.52,167.3
4.7,10.13,162.10001
4.9,9.44,163.2
3.6,10.94,148.2
3.9,8.52,149.39999
3.9,7.95,156.10001
4.5,6.91,154.7
5.1,6.68,147.60001
7.1,8.06,142.3
6.9,5.76,144.0
8.8,5.18,148.10001
6.6,5.53,147.3
4.5,5.3,143.0
6.4,5.3,143.0
5.0,4.49,155.39999
1.9,5.64,158.3
3.0,2.88,139.7
3.1,2.99,118.0
1.6,2.99,115.3
1.3,3.8,119.3
1.2,2.42,124.3
1.9,1.5,142.8
7.7,3.45,314.5
4.9,4.84,332.29999
0.8,5.99,325.89999
2.7,5.87,335.39999
4.0,6.1,332.29999
4.9,7.14,329.60001
5.7,7.14,340.89999
3.6,4.26,338.20001
1.5,4.03,336.10001
4.2,3.57,336.0
4.7,3.92,331.70001
4.6,5.18,307.39999
2.4,4.95,327.89999
3.8,4.15,332.70001
7.7,4.72,340.70001
7.1,4.03,17.700001
4.6,2.53,18.6
4.7,2.76,28.4
5.9,2.99,14.8
8.7,4.49,12.0
9.9,4.49,18.0
9.0,4.49,340.10001
4.8,6.56,333.20001
1.9,5.64,339.70001
5.0,8.18,322.29999
2.8,8.06,322.89999
3.0,8.52,323.5
3.5,6.45,333.5
4.7,5.76,333.29999
4.5,3.57,325.89999
5.2,5.3,336.5
2.4,5.07,306.89999
2.7,4.84,303.0
4.8,5.76,304.39999
6.6,4.72,320.29999
4.0,4.72,341.0
2.9,3.45,330.39999
1.5,1.5,259.39999
3.1,1.27,225.2
5.5,0.23,127.0
13.3,2.07,149.7
35.7,1.96,142.8
31.0,2.76,163.60001
10.7,4.15,173.7
14.5,4.95,179.89999
25.0,5.53,175.60001
10.1,3.92,181.7
7.2,2.76,213.10001
7.4,7.02,334.60001
8.6,8.29,4.0999999
9.4,6.45,355.70001
6.7,8.98,337.0
5.3,7.02,336.5
5.5,8.87,332.89999
6.4,8.87,328.60001
5.2,8.41,334.20001
4.1,9.1,332.79999
1.2,10.02,332.5
1.4,9.1,332.70001
2.4,10.02,329.5
2.2,8.18,334.39999
1.2,7.37,328.29999
1.5,7.37,329.70001
1.7,8.41,330.10001
0.0,6.68,326.0
5.4,7.95,329.70001
7.3,7.6,333.60001
10.0,9.21,330.29999
18.5,9.1,348.5
7.5,9.44,327.29999
4.7,10.13,335.0
2.9,10.71,332.39999
1.9,9.9,330.29999
3.3,11.17,327.29999
7.4,11.06,326.10001
5.8,8.98,334.0
4.3,6.91,331.39999
1.9,5.64,335.5
3.7,3.69,347.10001
5.9,4.38,335.39999
8.1,5.18,333.5
7.3,5.99,327.70001
2.1,7.49,332.79999
-0.1,6.1,337.39999
4.2,4.61,326.5
5.5,6.45,328.60001
6.7,3.34,336.89999
5.2,2.65,345.20001
5.5,2.3,14.2
11.1,1.5,22.700001
18.1,1.38,141.8
12.2,1.73,189.60001
16.2,1.15,216.5
12.4,1.15,118.0
15.6,2.42,118.2
9.5,2.65,122.3
14.7,1.38,122.3
14.8,1.5,104.8
13.3,0.92,102.9
17.0,0.81,355.89999
20.6,2.53,303.29999
22.1,1.38,355.89999
20.3,2.99,22.799999
16.6,3.57,339.5
10.9,5.64,314.10001
11.5,5.18,325.0
11.1,5.76,320.5
10.0,4.95,334.60001
8.0,4.72,318.39999
7.5,4.15,329.79999
6.6,4.72,317.5
6.0,4.72,308.79999
4.2,2.88,313.70001
11.4,1.38,13.0
23.6,1.15,259.5
19.0,1.38,263.29999
20.8,0.46,81.5
31.2,0.58,110.1
33.8,1.04,123.6
29.0,1.73,118.8
21.8,2.19,118.2
16.9,1.61,117.4
15.8,1.38,129.7
11.8,0.46,145.0
18.1,0.23,64.5
28.3,0.92,304.5
29.0,1.15,33.700001
15.3,1.61,1.5
33.3,4.15,310.29999
15.0,3.92,311.89999
13.7,3.45,325.20001
12.9,3.69,321.20001
8.3,4.03,338.0
12.9,3.45,326.0
11.5,3.11,311.0
9.4,1.96,292.60001
8.6,3.22,266.29999
13.9,1.5,254.7
20.5,1.84,137.60001
20.5,1.27,139.7
19.7,0.92,211.89999
30.6,1.5,110.5
28.8,2.88,124.8
16.0,1.84,153.8
15.3,2.65,123.0
14.4,1.5,119.1
19.3,1.15,114.8
11.9,1.38,108.7
11.0,0.58,80.0
19.3,2.3,32.5
19.6,2.42,14.9
12.6,2.07,339.0
15.6,3.57,326.89999
14.9,4.49,333.79999
12.6,4.38,335.20001
11.0,4.26,321.29999
16.1,4.72,328.89999
11.4,5.41,317.10001
9.1,3.8,334.39999
7.7,2.76,320.89999
8.8,1.84,339.20001
18.9,0.35,13.1
28.4,0.12,350.20001
16.3,0.58,285.79999
39.9,0.46,66.599998
31.0,0.35,307.5
36.1,0.58,125.6
33.9,0.35,38.299999
28.0,0.46,245.10001
26.7,0.35,25.4
30.4,0.23,53.5
28.8,1.15,349.60001
27.0,2.76,15.1
18.8,2.65,337.60001
22.9,4.26,323.89999
12.2,4.49,316.79999
15.2,2.99,313.89999
15.2,3.57,319.70001
20.2,2.42,321.39999
20.6,3.45,318.89999
16.8,4.26,330.39999
17.1,6.22,322.79999
11.6,5.87,300.79999
8.4,3.8,309.39999
18.8,1.15,346.39999
23.5,0.69,25.299999
29.4,0.12,55.799999
35.0,0.58,71.0
33.2,0.69,290.10001
29.0,1.38,281.60001
25.9,1.04,262.20001
25.5,1.27,213.89999
19.0,0.81,234.0
12.7,0.92,225.3
19.8,0.46,66.199997
19.2,0.35,142.89999
44.6,1.38,127.2
51.9,2.07,177.0
40.0,2.3,195.8
38.5,1.73,162.2
31.8,1.73,130.60001
34.4,1.84,68.599998
58.9,1.5,134.89999
34.8,2.42,111.8
24.2,2.99,287.79999
21.7,3.57,300.0
24.0,2.88,311.0
29.6,3.11,237.39999
18.3,6.68,241.7
10.1,7.25,241.5
14.8,6.79,241.0
11.9,7.02,197.60001
8.1,5.53,163.8
11.1,5.3,115.2
6.9,6.1,99.0
13.9,4.72,114.3
10.2,3.22,128.10001
9.2,4.38,177.5
7.9,5.87,175.39999
10.4,6.79,155.0
11.8,7.83,152.89999
10.5,7.6,169.2
5.3,7.83,176.60001
2.6,8.52,195.39999
2.3,5.87,219.5
7.3,6.91,227.5
10.5,7.37,220.10001
8.4,6.91,215.5
8.4,5.76,228.5
5.8,5.53,224.2
10.5,4.61,225.0
13.6,3.45,233.8
11.5,2.76,238.10001
9.8,1.73,226.7
8.8,0.23,192.0
14.2,1.27,201.7
9.8,2.07,194.3
14.3,1.38,208.39999
11.8,0.81,202.7
9.9,0.69,118.3
7.7,0.35,268.0
12.3,1.04,273.10001
8.9,1.96,341.10001
10.4,1.04,301.60001
16.7,0.81,297.89999
9.4,1.04,290.29999
18.0,1.61,325.39999
12.0,2.76,291.10001
8.8,3.69,257.0
8.8,4.61,264.5
7.3,4.15,265.70001
5.7,4.15,294.79999
4.5,3.69,242.60001
7.2,4.61,219.8
6.8,5.87,220.3
6.3,4.26,221.60001
4.8,3.45,217.3
10.7,2.99,183.5
8.1,3.34,188.8
5.4,2.99,181.5
7.6,2.3,154.60001
9.8,3.34,135.5
10.1,3.8,133.2
10.6,3.45,137.7
11.9,3.45,159.10001
13.9,2.99,154.8
24.7,4.03,161.2
38.2,3.34,161.10001
53.1,2.65,147.0
39.7,2.99,180.89999
11.5,4.03,201.5
11.6,4.03,186.7
13.5,4.38,190.7
22.2,3.69,151.7
15.5,2.99,123.9
5.0,2.99,123.6
4.8,2.76,103.6
9.8,2.53,123.4
10.8,0.69,264.5
11.6,2.07,149.8
19.3,2.53,163.3
22.1,2.53,138.60001
15.4,2.53,99.400002
7.3,2.99,108.0
7.0,4.15,112.3
8.3,3.45,119.8
4.4,1.5,52.799999
-0.7,0.35,69.800003
5.7,2.42,112.4
9.2,2.99,110.9
8.0,1.5,204.10001
9.0,2.65,190.10001
5.9,3.69,180.3
6.0,4.49,189.2
10.5,5.3,189.60001
14.5,5.99,181.89999
9.5,4.95,197.5
8.5,5.18,216.2
6.9,5.76,213.39999
8.8,6.22,212.39999
7.9,7.49,214.89999
9.1,4.84,227.2
11.4,5.76,45.200001
11.3,4.49,85.0
6.5,4.26,127.5
12.9,2.65,153.10001
9.8,1.84,151.10001
13.8,1.04,109.3
12.6,2.65,78.599998
8.6,3.22,96.400002
5.5,0.46,200.60001
11.4,0.35,261.89999
10.3,0.58,337.39999
10.0,1.04,315.5
8.6,2.19,337.79999
8.2,2.99,331.20001
7.1,3.45,8.3999996
5.6,3.69,2.3
5.8,3.69,329.89999
4.4,2.65,337.10001
5.3,1.96,23.799999
5.6,2.65,259.70001
10.9,0.58,71.0
8.2,1.27,249.7
12.8,2.3,268.70001
10.0,3.11,261.70001
10.5,0.23,270.60001
17.1,0.92,70.400002
18.6,0.23,149.7
23.2,1.27,122.9
27.3,0.92,99.400002
19.8,1.5,96.900002
15.8,2.53,108.5
15.1,4.49,98.300003
15.0,4.15,109.7
17.5,3.34,140.8
15.4,1.84,194.5
13.3,2.42,172.0
22.6,4.84,161.8
34.9,5.41,168.0
36.8,7.14,159.60001
41.6,6.91,182.60001
48.1,8.41,165.89999
30.6,7.02,161.89999
23.3,5.87,173.7
26.9,4.72,193.0
12.9,4.26,256.39999
7.3,4.72,268.79999
5.2,4.49,251.2
4.0,3.69,277.89999
3.4,3.45,273.29999
4.1,1.15,96.599998
3.3,2.42,103.0
2.0,1.73,159.39999
3.0,0.81,146.8
6.0,2.07,232.60001
3.6,2.53,247.10001
-0.7,2.42,199.8
-0.1,2.76,192.3
4.4,2.07,197.0
4.0,2.53,196.0
2.5,2.53,176.2
6.2,2.99,184.2
11.6,3.8,171.7
7.3,2.88,153.8
3.7,2.99,173.89999
5.5,3.69,193.7
10.9,4.61,187.89999
6.7,5.87,195.8
9.8,5.99,188.3
6.2,5.99,185.89999
6.5,5.18,193.2
5.5,3.69,189.0
3.7,1.15,214.5
5.2,1.27,335.0
5.1,3.45,305.10001
8.8,2.07,332.39999
11.4,2.3,265.0
6.0,1.73,254.8
3.5,1.38,229.60001
5.1,1.5,134.10001
6.5,2.07,140.7
8.1,2.99,152.2
9.9,6.22,194.5
6.9,7.95,200.7
6.7,10.25,200.8
12.1,9.79,196.89999
10.0,8.41,184.7
13.8,8.29,175.0
19.3,10.48,181.5
7.8,6.22,226.5
4.7,7.25,215.89999
2.6,7.83,199.7
3.5,7.72,198.8
6.5,7.83,219.0
6.0,8.06,223.2
6.0,6.22,213.2
11.2,4.95,216.8
9.9,4.49,206.39999
6.8,4.03,197.7
10.4,3.11,188.89999
10.6,1.96,185.60001
13.6,1.15,163.5
11.9,1.27,156.2
14.6,1.73,148.7
12.5,2.76,120.5
9.5,2.53,141.2
9.4,2.3,131.5
8.5,2.88,138.2
8.5,1.04,175.3
19.7,3.8,123.4
19.9,5.18,157.5
21.5,6.33,179.60001
16.2,6.22,188.2
25.1,6.79,192.5
23.2,7.02,182.7
15.6,6.1,294.20001
3.5,6.79,326.79999
1.2,4.61,344.79999
6.2,3.92,30.1
9.5,3.34,40.599998
10.2,2.42,126.1
8.4,2.3,114.1
7.6,2.99,164.39999
8.7,2.42,174.3
10.4,3.22,190.0
14.2,0.69,127.1
11.4,1.38,131.8
10.4,1.27,145.8
13.5,1.04,129.5
10.9,1.04,126.9
16.5,0.81,153.0
20.3,0.46,133.2
28.9,1.84,77.599998
20.6,1.84,82.0
20.7,1.15,317.5
10.5,4.95,298.5
10.1,5.18,313.79999
9.5,5.3,322.20001
9.5,4.84,332.0
8.7,6.1,323.20001
6.2,4.72,325.70001
4.2,4.72,334.70001
5.1,5.18,326.29999
3.8,5.41,323.39999
1.7,3.57,329.70001
3.5,1.61,340.29999
12.8,2.19,299.79999
12.5,1.73,289.39999
16.0,3.34,304.79999
7.6,3.22,301.70001
5.2,3.22,307.89999
4.2,4.38,328.39999
2.2,3.57,330.20001
2.5,3.69,339.10001
1.7,4.61,335.10001
3.5,3.92,358.29999
5.0,2.3,11.8
3.5,3.8,2.5
4.0,4.61,358.79999
6.9,4.38,345.39999
6.1,4.61,335.5
9.2,5.3,324.10001
6.7,4.95,332.5
4.9,5.99,322.10001
3.3,6.45,327.39999
1.1,6.1,328.70001
0.4,5.87,321.79999
4.1,3.69,357.5
4.3,1.73,10.3
16.4,0.92,277.70001
20.0,1.27,250.2
8.3,1.27,268.39999
13.0,1.15,269.5
13.7,1.15,240.39999
10.8,1.38,103.1
14.6,1.15,198.0
12.7,1.15,134.0
13.4,0.46,182.2
9.2,0.23,301.89999
6.6,0.69,339.79999
16.3,1.73,94.0
16.7,2.07,55.700001
10.9,1.27,64.0
15.1,1.96,341.70001
8.0,3.69,313.89999
10.4,4.15,313.29999
6.8,3.8,319.60001
4.8,2.76,329.89999
6.6,3.57,289.10001
3.7,2.99,301.20001
5.3,2.42,283.10001
7.0,2.3,265.5
9.4,1.27,247.10001
14.4,1.27,214.3
9.2,2.07,211.8
11.5,1.5,186.39999
8.1,1.5,186.89999
7.2,1.96,124.8
13.7,2.42,133.10001
10.7,2.07,172.10001
8.9,1.96,150.5
12.6,1.73,146.60001
14.4,1.38,137.2
31.3,1.73,137.39999
63.9,2.65,107.6
47.0,2.76,130.10001
30.1,2.53,190.89999
19.3,3.22,192.2
10.0,4.03,235.0
10.3,2.65,227.39999
11.2,2.42,205.60001
35.4,2.53,184.3
20.5,2.07,201.0
17.3,2.3,241.10001
13.1,2.07,217.2
12.4,3.69,92.300003
10.1,5.3,94.5
7.3,1.5,229.60001
5.0,1.73,275.39999
10.0,1.5,235.2
9.7,2.19,122.5
10.2,2.3,107.3
8.3,3.92,104.3
7.9,0.92,186.0
7.6,0.0,111.8
6.0,2.07,160.39999
4.6,2.88,161.60001
9.4,3.45,184.0
11.7,3.69,190.60001
9.7,4.84,212.5
9.7,6.91,214.8
7.7,6.22,197.5
5.3,4.49,174.89999
17.2,4.15,158.2
7.0,4.15,141.3
5.4,3.92,146.89999
1.8,5.64,205.2
2.9,7.14,225.89999
3.2,7.14,224.7
5.2,6.91,222.60001
7.3,5.18,219.60001
4.1,4.38,205.0
5.1,4.84,208.5
2.9,4.72,194.89999
0.0,4.95,185.2
0.8,3.69,180.89999
4.0,2.88,188.10001
4.6,2.42,192.89999
1.8,2.42,194.3
1.0,2.3,170.89999
4.3,2.76,156.7
6.3,2.99,150.2
12.1,3.57,154.10001
8.2,3.8,181.89999
6.3,4.49,186.0
5.7,4.38,196.0
5.3,4.03,223.2
7.9,4.03,201.2
5.9,4.84,209.89999
7.0,4.49,243.89999
3.3,3.34,230.2
5.7,3.22,259.60001
4.7,3.57,235.3
6.6,2.99,237.0
10.3,2.76,224.7
8.4,2.07,230.0
4.8,2.76,232.8
6.0,1.61,219.7
6.5,1.84,214.60001
5.7,2.42,248.0
3.0,2.99,235.39999
0.4,2.65,240.2
-0.1,2.42,246.8
-0.3,1.73,226.0
4.3,2.65,227.10001
6.4,3.22,224.5
3.4,3.45,223.39999
4.9,3.92,201.7
4.7,4.15,219.2
5.3,4.84,215.60001
5.0,5.87,216.0
3.0,5.07,223.8
1.8,5.18,227.89999
2.1,4.72,237.60001
6.8,5.18,243.39999
8.8,5.18,235.89999
8.1,4.95,231.60001
6.5,4.15,226.5
1.9,4.03,230.60001
1.1,3.92,229.39999
1.8,2.88,227.89999
2.7,2.19,220.3
3.3,2.3,178.7
2.9,1.04,223.39999
4.3,1.04,251.89999
1.6,1.73,191.39999
